state_2018,birth_year,sex,race,party_id,ideo5_2019,newsint_2019,pew_religimp_2019,faminc_new_2019,educ_2019,ft_black_2017,ft_hisp_2017,ft_asian_2017,diff_inc_2019
NA,1970,Female,White,Democrat,1,1,2,10,5,69,65,72,2
Ohio,1948,Female,White,Independent,2,2,2,3,2,75,85,85,1
District of Columbia,1958,Male,Black,Democrat,1,2,1,5,2,99,76,100,3
Missouri,1945,Female,White,Republican,4,2,2,3,2,54,47,80,3
Washington,1971,Female,White,Democrat,5,3,3,3,4,10,21,70,3
Kansas,1941,Female,White,Republican,4,2,2,2,2,80,80,75,5
Ohio,1953,Male,White,Democrat,3,1,3,7,2,87,69,72,3
Washington,1957,Female,White,Democrat,4,2,3,1,2,64,61,63,1
Wisconsin,1949,Female,White,Democrat,4,4,2,NA,2,78,35,NA,4
Texas,1960,Male,Black,Democrat,3,2,1,NA,3,78,78,70,4
Minnesota,1955,Male,White,Republican,5,1,2,11,3,72,79,72,5
North Carolina,1956,Male,White,Republican,5,1,1,4,2,80,80,80,5
Pennsylvania,1959,Male,White,Democrat,5,3,1,2,2,61,49,69,1
New Mexico,1936,Female,White,Democrat,3,1,1,2,2,77,69,51,2
NA,1958,Female,White,Republican,4,1,1,9,2,80,82,NA,3
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,56,44,NA
Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Oregon,1960,Male,White,Independent,3,3,4,3,2,51,51,50,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,50,50,NA
Ohio,1958,Female,White,Republican,4,3,2,11,2,80,80,80,3
California,1950,Female,Black,Democrat,3,1,1,12,6,100,100,100,3
Georgia,1968,Male,Black,Democrat,4,2,1,5,3,50,NA,89,3
NA,1982,Female,Mixed,Independent,3,1,4,3,2,62,50,50,5
West Virginia,1971,Female,White,Independent,2,1,4,4,4,78,81,76,1
Indiana,1958,Male,White,Independent,NA,3,4,NA,2,11,10,50,3
NA,1972,Female,Black,Democrat,3,1,1,6,2,90,80,80,1
Ohio,1959,Female,White,Republican,3,3,2,4,2,77,63,NA,2
Iowa,1949,Female,White,Democrat,4,2,1,3,2,100,100,100,5
Wisconsin,1958,Female,White,Democrat,3,1,4,4,2,42,24,31,2
Pennsylvania,1937,Female,White,Democrat,3,1,1,2,2,91,88,93,4
Illinois,1976,Male,Asian,Independent,3,1,1,NA,6,50,50,50,3
New Jersey,1958,Male,White,Republican,4,2,3,NA,2,50,51,52,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,51,51,NA
Not Asked,1950,Female,White,Independent,3,3,3,5,4,65,69,81,4
Michigan,1960,Female,White,Democrat,3,3,4,7,2,100,87,89,3
Vermont,1946,Female,White,Republican,5,1,1,3,2,51,53,52,5
NA,1960,Female,White,Independent,3,3,2,4,2,79,68,62,3
Pennsylvania,1963,Female,White,Republican,NA,4,3,4,2,53,30,28,3
Mississippi,1948,Female,White,Republican,4,1,1,3,2,80,NA,100,5
Ohio,1952,Female,White,Independent,5,1,1,5,2,80,77,80,2
Michigan,1981,Male,White,Democrat,2,1,4,6,2,75,75,60,1
North Carolina,1942,Female,White,Republican,5,1,1,2,2,81,79,51,3
Illinois,1966,Female,White,Republican,4,2,1,9,3,71,56,65,4
California,1963,Female,White,Democrat,2,2,2,4,2,88,78,68,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,53,80,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,59,60,NA
Pennsylvania,1946,Male,White,Republican,3,1,2,5,2,50,50,50,4
Illinois,1941,Female,Hispanic,Republican,3,3,1,3,2,77,91,81,3
New Hampshire,1958,Male,White,Democrat,3,2,2,8,2,77,44,73,3
Louisiana,1965,Male,White,Republican,3,2,2,11,2,22,53,55,5
Pennsylvania,1942,Female,White,Independent,3,1,1,NA,2,77,62,56,3
Pennsylvania,1962,Female,White,Democrat,2,3,1,5,2,100,NA,51,3
Illinois,1950,Female,White,Democrat,1,1,4,3,2,99,98,96,2
Pennsylvania,1936,Male,White,Democrat,4,1,2,6,2,51,51,51,5
New Mexico,1962,Female,White,Democrat,2,1,1,9,6,100,100,100,3
Arkansas,1942,Female,White,Independent,4,2,1,2,2,82,75,69,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,93,100,NA
Pennsylvania,1946,Female,White,Democrat,2,3,2,2,2,6,6,22,3
Rhode Island,1957,Female,White,Independent,3,2,1,7,4,95,70,70,4
New Jersey,1945,Female,White,Republican,4,2,4,3,2,41,53,66,5
New Jersey,1939,Female,White,Independent,2,2,1,4,2,93,94,88,2
NA,1963,Female,White,Republican,4,2,2,11,5,34,NA,58,5
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,50,53,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,91,98,NA
New Jersey,1966,Female,White,Republican,4,2,2,9,2,75,88,84,4
Michigan,1946,Male,White,Independent,5,1,3,5,2,51,51,52,3
NA,1971,Male,Asian,Democrat,2,2,4,9,5,51,75,80,3
California,1954,Male,Hispanic,Democrat,3,1,1,12,6,76,73,63,2
Illinois,1943,Female,White,Democrat,3,1,1,7,2,66,73,64,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,97,97,NA
Louisiana,1959,Male,White,Republican,5,1,4,5,2,50,49,39,5
Illinois,1945,Female,White,Independent,3,3,1,2,2,51,30,69,3
New York,1955,Female,White,Republican,1,3,2,5,2,75,92,88,1
Indiana,1971,Female,White,Independent,4,2,4,9,2,36,44,44,2
NA,1966,Male,White,Republican,4,2,1,10,3,56,83,68,5
New York,1952,Male,White,Independent,4,4,2,NA,2,51,51,44,3
Michigan,1943,Female,White,Independent,3,3,1,NA,2,91,89,90,5
New York,1964,Female,White,Democrat,NA,3,2,NA,2,51,11,10,1
Illinois,1941,Female,White,Republican,3,1,2,3,2,90,44,93,5
Pennsylvania,1935,Female,White,Republican,5,3,1,5,2,1,0,27,3
New York,1970,Female,Black,Democrat,3,1,2,NA,3,99,63,63,1
Oregon,1949,Female,White,Democrat,3,2,2,5,2,90,96,96,3
New Jersey,1942,Male,White,Republican,4,1,1,4,2,49,55,60,4
Texas,1964,Female,Black,Democrat,3,1,1,8,5,100,100,97,2
Pennsylvania,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,79,81,NA
New York,1940,Female,White,Democrat,4,3,2,2,2,91,91,89,NA
New Jersey,1961,Female,White,Republican,3,3,4,13,2,61,57,55,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,51,81,NA
New Jersey,1936,Female,White,Democrat,4,2,1,6,2,51,63,68,3
Indiana,1951,Male,White,Democrat,4,1,2,5,2,40,50,50,5
Pennsylvania,1949,Female,White,Republican,4,2,1,7,2,81,22,79,2
District of Columbia,1957,Female,Black,Independent,2,1,1,5,3,100,100,100,3
Michigan,1951,Female,White,Democrat,NA,3,3,4,4,50,50,49,3
Indiana,1951,Male,Black,Democrat,3,1,1,10,5,100,91,94,5
Iowa,1929,Female,White,Democrat,3,1,1,4,2,75,80,67,4
Michigan,1955,Female,White,Independent,3,4,1,7,2,86,79,84,3
New York,1964,Female,White,Republican,1,3,1,NA,2,97,81,90,3
Iowa,1968,Female,White,Democrat,3,3,1,2,3,68,34,72,1
California,1947,Male,White,Republican,4,2,4,10,1,51,65,50,5
Georgia,1984,Female,Black,Independent,NA,4,3,1,5,81,76,79,4
New York,1944,Male,White,Republican,3,2,2,4,2,91,75,76,3
NA,1960,Male,White,Republican,5,1,1,2,2,51,51,51,5
Oklahoma,1971,Female,White,Republican,4,2,1,4,5,100,100,100,5
NA,1939,Female,White,Republican,4,1,3,NA,2,81,66,92,5
Not Asked,1958,Male,Black,Democrat,2,1,1,6,2,100,100,100,1
Louisiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,36,73,NA
Iowa,1944,Female,White,Republican,4,3,1,4,2,42,47,50,5
New York,1943,Female,White,Independent,NA,3,1,4,2,60,50,41,3
NA,1971,Female,White,Independent,3,1,3,5,5,50,52,49,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,99,99,NA
Pennsylvania,1964,Female,White,Democrat,3,3,1,5,4,12,59,69,5
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,47,52,NA
Ohio,1984,Male,White,Democrat,3,2,1,6,3,79,90,94,3
New York,1956,Male,White,Republican,5,1,1,6,2,99,100,100,5
Pennsylvania,1963,Female,White,Republican,4,1,1,3,2,85,50,60,5
California,1946,Female,Native American,Democrat,2,4,4,7,3,67,47,72,3
Wisconsin,1941,Female,White,Republican,4,3,1,2,2,63,70,80,1
Illinois,1968,Male,White,Republican,4,1,2,4,2,60,50,69,5
Kansas,1963,Female,White,Democrat,1,1,4,12,6,91,83,90,3
Washington,1945,Female,White,Democrat,3,1,1,2,2,70,70,70,3
NA,1962,Female,Black,Democrat,4,1,1,1,2,92,60,63,1
Maine,1939,Female,White,Republican,5,2,1,4,2,85,85,85,5
Maine,1970,Male,Mixed,Democrat,2,4,4,NA,2,50,49,51,3
Wisconsin,1938,Female,White,Republican,5,1,2,6,2,59,NA,NA,5
California,1956,Female,Hispanic,Republican,5,3,4,3,2,51,60,75,5
Maryland,1968,Male,White,Republican,4,2,2,11,5,25,50,52,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,26,50,NA
Maine,1945,Male,White,Democrat,2,1,2,3,3,90,88,78,4
New York,1958,Male,White,Republican,5,1,2,6,5,26,50,24,3
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,59,59,NA
Not Asked,1953,Female,Mixed,Democrat,3,1,1,5,2,90,75,75,1
Hawaii,1972,Female,Mixed,Independent,3,2,4,7,5,87,86,92,4
Michigan,1954,Female,White,Republican,3,2,3,6,2,51,51,51,4
Not Asked,1957,Female,White,Democrat,3,2,1,8,2,48,66,77,5
Ohio,1955,Male,White,Democrat,3,2,4,9,4,40,41,50,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,9,19,NA
Virginia,1940,Female,Black,Democrat,2,1,1,NA,4,100,82,84,1
NA,1943,Female,Black,Democrat,3,2,1,NA,3,98,98,92,2
New York,1965,Female,Black,Democrat,3,2,1,5,6,78,99,99,2
Texas,1961,Female,White,Republican,5,1,1,2,1,81,30,80,5
California,1968,Male,Black,Independent,4,2,2,10,5,10,9,4,3
Illinois,1950,Female,White,Independent,4,3,1,NA,3,51,52,50,5
Ohio,1944,Female,White,Republican,4,1,2,NA,2,68,58,87,5
New Hampshire,1948,Female,White,Independent,3,1,1,4,1,78,69,74,5
California,1984,Female,White,Independent,3,3,4,7,5,50,50,50,3
Ohio,1981,Male,Mixed,Republican,5,2,1,11,3,52,47,51,4
Louisiana,1959,Female,Black,Democrat,4,2,1,4,5,100,66,61,3
Maryland,1951,Female,White,Independent,4,2,1,4,2,46,59,69,5
Ohio,1960,Female,White,Republican,3,3,1,2,2,95,71,76,1
California,1942,Male,White,Independent,5,3,1,3,2,50,47,47,4
California,1955,Male,Other,Independent,3,1,4,13,6,51,69,90,5
NA,1980,Female,Hispanic,Republican,4,1,2,10,5,8,89,45,3
California,1948,Male,White,Republican,5,1,1,3,2,100,98,99,5
Illinois,1953,Female,White,Independent,3,2,2,4,2,70,51,60,3
Ohio,1956,Female,White,Republican,3,3,2,11,2,49,64,66,3
NA,1971,Male,White,Democrat,5,1,1,6,1,32,20,99,1
North Dakota,1961,Female,White,Not sure,NA,3,1,8,2,56,90,98,5
Ohio,1974,Female,White,Democrat,1,1,4,7,5,100,100,100,2
Michigan,1983,Female,Hispanic,Republican,4,1,1,16,6,100,98,95,5
Connecticut,1961,Female,White,Democrat,2,1,2,4,2,90,90,90,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,92,84,NA
Not Asked,1942,Female,White,Republican,3,1,1,8,2,80,95,89,5
NA,1967,Female,White,Republican,4,1,2,5,2,87,64,69,4
New York,1962,Female,Black,Democrat,3,2,1,5,3,88,85,85,3
Pennsylvania,1963,Female,White,Not sure,3,2,3,12,2,79,80,78,2
New Jersey,1934,Female,Black,Democrat,3,1,1,6,5,99,86,90,3
NA,1950,Female,White,Democrat,3,1,1,6,3,82,23,50,5
Maryland,1969,Male,White,Independent,3,3,2,3,3,36,12,46,3
New York,1953,Female,White,Republican,4,4,4,6,2,50,52,52,5
NA,1968,Female,Black,Democrat,NA,2,1,12,3,83,78,98,5
Indiana,1961,Female,White,Republican,4,3,1,4,4,79,86,89,5
NA,1955,Female,White,Republican,3,3,1,4,2,94,100,52,1
Ohio,1955,Female,White,Republican,4,1,4,3,2,99,100,97,5
Iowa,1951,Female,White,Independent,3,4,2,5,3,51,51,51,5
Illinois,1950,Female,White,Independent,3,3,3,5,2,30,51,93,NA
Idaho,1981,Female,White,Democrat,3,3,2,4,2,39,51,95,3
Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,97,100,NA
Wisconsin,1950,Female,White,Independent,3,1,2,4,2,89,91,91,3
Pennsylvania,1944,Male,White,Democrat,4,2,3,5,2,68,80,70,4
NA,1982,Male,White,Republican,4,2,1,1,1,36,32,27,4
Michigan,1959,Female,White,Independent,3,3,4,8,2,59,60,56,4
New Mexico,1956,Female,Hispanic,Republican,4,2,2,6,3,89,97,94,5
Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,99,100,NA
Indiana,1949,Female,White,Democrat,4,3,3,2,2,61,7,30,5
NA,1963,Male,Black,Democrat,1,2,2,2,3,100,78,90,4
North Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Idaho,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,80,83,NA
Michigan,1960,Male,White,Republican,4,2,1,9,2,76,91,81,5
North Carolina,1975,Female,White,Independent,2,4,3,5,3,50,NA,75,1
Ohio,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,27,45,NA
Utah,1981,Female,White,Independent,3,3,1,4,3,50,50,50,3
Illinois,1965,Male,White,Democrat,2,2,1,10,2,60,80,50,2
Kansas,1958,Female,White,Democrat,3,1,1,3,3,54,57,6,1
Virginia,1976,Female,Black,Democrat,3,2,1,11,5,63,69,76,3
Virginia,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,52,77,NA
Not Asked,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,76,81,NA
NA,1954,Male,White,Democrat,1,1,3,9,3,50,50,50,1
NA,1959,Female,White,Independent,4,1,2,8,2,0,28,99,3
Indiana,1942,Female,White,Republican,3,2,1,5,2,83,90,88,4
New Jersey,1963,Male,White,Democrat,3,1,4,7,2,79,74,80,5
New Jersey,1974,Female,White,Independent,3,1,1,9,5,48,53,51,5
Florida,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,30,15,NA
Indiana,1979,Female,White,Democrat,1,1,4,10,6,50,50,50,2
South Dakota,1953,Female,White,Democrat,3,4,2,1,2,87,79,70,1
Florida,1964,Female,Hispanic,Republican,4,2,2,10,5,5,77,NA,2
Michigan,1956,Female,White,Republican,5,1,1,4,2,90,50,NA,4
Virginia,1970,Female,White,Republican,5,3,4,6,2,0,0,20,5
Ohio,1964,Female,White,Republican,3,3,1,2,3,4,1,0,3
Pennsylvania,1940,Female,White,Republican,3,2,1,3,2,86,58,85,4
Louisiana,1957,Female,Black,Democrat,4,1,1,12,5,84,77,50,4
Indiana,1964,Female,White,Republican,3,2,3,2,2,31,3,50,4
Illinois,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,94,61,NA
Kansas,1969,Male,White,Independent,5,1,1,7,4,51,52,52,5
California,1969,Female,White,Democrat,2,1,4,4,2,75,66,90,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,78,69,NA
South Carolina,1987,Female,Black,Democrat,2,1,1,5,6,100,50,50,2
NA,1967,Male,White,Independent,3,1,2,4,2,59,47,86,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,51,15,NA
Ohio,1951,Male,White,Democrat,4,2,2,4,3,100,91,100,5
Louisiana,1950,Female,Black,Democrat,2,1,1,9,3,97,90,90,2
Maryland,1971,Female,White,Republican,3,3,3,10,5,30,19,91,5
Not Asked,1972,Male,Black,Democrat,2,2,2,10,3,96,92,76,3
NA,1985,Male,Hispanic,Republican,4,1,4,6,2,36,90,50,5
NA,1964,Male,Black,Democrat,1,1,1,10,4,78,81,79,1
Minnesota,1946,Female,White,Democrat,3,1,1,5,2,50,50,59,3
Massachusetts,1971,Male,White,Independent,2,3,4,11,5,85,54,69,4
NA,1958,Female,Mixed,Republican,3,3,1,4,2,51,0,96,5
California,1969,Female,Hispanic,Independent,2,1,2,9,6,100,100,81,3
NA,1968,Female,Hispanic,Democrat,3,3,4,13,6,72,56,74,4
Pennsylvania,1952,Female,White,Democrat,2,1,3,12,6,100,100,100,1
Idaho,1968,Female,White,Not sure,4,3,3,NA,2,50,50,50,3
Illinois,1946,Female,Black,Democrat,3,2,1,9,3,96,96,96,5
Wisconsin,1936,Female,White,Independent,4,1,1,8,2,92,96,97,5
Kentucky,1969,Male,White,Republican,4,2,3,8,2,91,26,69,5
Texas,1970,Female,Hispanic,Democrat,3,2,2,7,2,81,81,81,5
Arizona,1969,Female,White,Independent,3,3,3,14,2,100,100,100,5
Kansas,1967,Female,White,Democrat,NA,4,4,6,6,50,52,51,3
Pennsylvania,1975,Male,White,Republican,5,2,1,3,2,56,NA,27,3
Skipped,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
NA,1961,Female,Hispanic,Democrat,3,3,2,11,5,51,50,50,3
Illinois,1970,Female,White,Republican,4,2,1,4,3,75,80,75,4
NA,1959,Female,White,Republican,3,1,2,2,2,69,46,69,2
Virginia,1973,Male,Black,Independent,3,3,1,4,3,81,69,75,5
Mississippi,1950,Male,White,Republican,4,2,4,7,3,80,71,71,5
Arizona,1962,Male,White,Republican,5,1,1,NA,5,24,27,100,5
California,1969,Female,White,Republican,5,1,1,8,3,99,99,99,5
Michigan,1957,Female,White,Republican,4,4,1,6,2,98,99,100,5
New Jersey,1956,Male,White,Not sure,4,2,4,5,2,90,61,71,5
Kansas,1971,Female,White,Republican,4,3,2,9,6,50,65,83,5
Missouri,1957,Female,White,Independent,4,1,1,NA,3,90,78,79,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,94,95,NA
NA,1982,Male,Black,Independent,3,2,3,1,5,62,48,58,3
Texas,1964,Female,White,Independent,3,3,2,2,3,5,3,3,1
Ohio,1962,Female,White,Democrat,3,NA,1,6,2,100,100,100,5
Missouri,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,69,68,NA
Florida,1958,Male,White,Independent,4,1,2,9,3,53,30,56,5
Not Asked,1974,Female,Hispanic,Independent,2,1,3,13,6,50,50,51,3
Illinois,1954,Female,White,Democrat,2,1,4,11,6,91,91,91,2
Iowa,1942,Female,White,Democrat,3,1,2,6,2,90,58,50,3
NA,1952,Female,White,Democrat,3,1,1,6,2,59,56,71,3
Pennsylvania,1974,Male,Hispanic,Democrat,3,2,1,6,5,78,69,71,3
New York,1974,Male,White,Independent,3,2,4,10,6,71,80,85,2
NA,1964,Female,Black,Independent,3,1,1,4,2,49,62,59,3
New York,1966,Female,White,Democrat,3,1,3,4,2,50,50,50,3
Arizona,1962,Female,White,Republican,3,3,4,4,2,50,34,50,5
Massachusetts,1957,Female,White,Democrat,3,2,1,5,6,90,78,94,5
Not Asked,1967,Female,Hispanic,Republican,3,3,2,7,3,88,94,90,5
Illinois,1948,Female,White,Democrat,1,1,2,7,3,81,81,66,5
Delaware,1962,Female,White,Independent,3,3,2,7,6,96,92,94,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,100,NA
Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,58,88,NA
Illinois,1949,Female,Black,Democrat,NA,3,1,4,5,88,66,36,2
Iowa,1944,Male,White,Independent,4,2,1,3,2,79,95,79,3
Utah,1967,Male,White,Independent,3,1,1,8,6,100,100,100,3
Wisconsin,1966,Female,White,Democrat,1,2,3,4,4,91,3,95,1
Virginia,1967,Female,Black,Democrat,3,1,1,11,6,85,85,81,2
South Carolina,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,96,96,NA
Michigan,1971,Female,White,Independent,2,1,4,10,5,56,51,50,2
NA,1973,Male,White,Republican,5,1,1,9,5,51,51,51,5
West Virginia,1975,Female,White,Independent,5,NA,1,9,5,72,67,87,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,84,78,NA
Texas,1978,Female,Hispanic,Democrat,2,4,3,6,2,95,88,91,4
New Jersey,1943,Female,Hispanic,Democrat,1,1,2,6,5,50,80,50,1
Pennsylvania,1975,Female,Black,Democrat,NA,4,1,3,3,100,79,79,3
New York,1953,Male,White,Republican,4,1,1,6,4,66,80,67,5
Indiana,1951,Female,White,Democrat,4,3,1,6,2,65,64,68,3
California,1961,Female,White,Republican,5,3,3,NA,2,97,8,9,3
NA,1964,Male,White,Republican,5,1,2,5,2,100,99,97,5
Texas,1963,Female,Hispanic,Republican,5,1,2,7,4,1,80,79,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
Massachusetts,1983,Male,White,Democrat,2,1,3,11,6,100,97,97,2
New York,1971,Male,White,Democrat,3,1,4,11,3,72,86,88,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,79,82,NA
NA,1959,Female,White,Republican,4,2,1,NA,2,97,91,93,5
Hawaii,1983,Female,Asian,Democrat,3,1,1,6,5,81,14,74,2
Idaho,1961,Male,White,Democrat,2,1,1,7,4,90,90,90,1
Minnesota,1964,Female,White,Democrat,3,2,4,3,2,40,50,NA,3
Tennessee,1945,Male,White,Independent,3,1,4,16,6,72,77,97,4
NA,1968,Male,White,Republican,4,1,2,NA,6,78,97,90,5
New Jersey,1965,Male,White,Republican,5,1,1,8,2,100,100,74,5
Maryland,1986,Male,White,Democrat,2,2,4,NA,5,70,50,69,1
West Virginia,1975,Female,White,Democrat,2,1,4,9,5,100,100,100,1
NA,1977,Female,White,Democrat,2,2,2,4,6,51,51,50,2
Missouri,1950,Male,White,Democrat,4,3,1,2,5,99,99,99,3
California,1967,Female,White,Democrat,2,2,1,3,3,85,84,78,3
NA,1941,Female,White,Democrat,2,1,2,3,4,75,91,49,1
Indiana,1952,Female,Black,Democrat,2,2,2,7,4,100,50,50,1
Florida,1963,Male,White,Independent,4,2,2,12,6,50,50,50,5
Missouri,1953,Female,White,Republican,4,2,2,2,2,88,75,53,3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,5,10,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,98,100,NA
NA,1986,Male,White,Democrat,1,1,3,6,5,80,81,85,1
Michigan,1946,Male,White,Democrat,3,1,4,NA,6,61,79,86,1
Not Asked,1972,Female,Mixed,Other,NA,2,4,8,3,0,0,0,3
Illinois,1946,Male,White,Democrat,3,1,1,7,2,51,50,41,5
California,1950,Female,White,Democrat,1,1,4,11,3,86,85,91,2
Arizona,1966,Male,White,Independent,3,1,4,5,4,88,88,89,4
Pennsylvania,1955,Male,Hispanic,Independent,4,1,1,4,3,51,50,50,5
North Carolina,1962,Male,White,Republican,5,1,1,11,3,59,50,88,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,49,80,NA
NA,1948,Male,White,Republican,4,2,1,NA,3,99,100,28,5
Michigan,1962,Female,White,Independent,2,2,3,11,3,75,76,73,4
New York,1937,Male,White,Republican,4,3,3,NA,2,51,81,79,5
California,1947,Male,White,Democrat,2,1,4,10,6,99,90,98,1
Nebraska,1946,Male,White,Democrat,2,1,4,NA,6,88,87,91,4
Washington,1988,Male,White,Independent,2,2,1,NA,6,60,60,75,3
Oregon,1949,Male,White,Republican,5,1,2,9,4,32,81,36,5
California,1953,Male,Hispanic,Democrat,2,1,4,12,6,75,90,94,2
NA,1984,Male,White,Other,4,1,1,6,6,48,100,98,5
Texas,1971,Male,White,Independent,3,1,4,6,3,50,50,50,2
Maryland,1956,Male,Black,Independent,2,2,3,12,3,100,100,100,3
California,1934,Male,White,Republican,4,1,1,5,5,69,78,69,5
Not Asked,1937,Female,Hispanic,Republican,4,2,2,9,2,99,89,99,2
Vermont,1948,Female,White,Democrat,4,3,2,3,3,97,36,94,5
Pennsylvania,1972,Male,White,Republican,3,2,4,9,3,100,100,100,5
NA,1954,Male,White,Independent,3,1,3,7,4,64,71,76,2
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,100,84,NA
Kentucky,1967,Male,White,Republican,4,1,1,13,5,95,97,96,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,32,70,NA
Michigan,1955,Male,White,Independent,2,1,4,3,5,90,90,90,1
Illinois,1977,Female,White,Republican,3,1,3,9,5,74,56,97,5
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,51,NA
Ohio,1955,Male,Mixed,Independent,3,1,3,9,5,85,80,100,5
NA,1935,Female,White,Republican,4,1,2,2,3,97,89,94,4
California,1955,Female,White,Independent,3,1,4,12,5,81,88,91,5
NA,1967,Female,White,Republican,3,1,4,10,6,81,81,91,5
California,1981,Female,Asian,Democrat,2,3,4,9,5,50,53,50,4
Tennessee,1985,Female,White,Republican,4,3,1,5,5,60,46,67,5
Oklahoma,1957,Female,Mixed,Republican,4,1,1,7,4,60,25,25,5
Maryland,1954,Female,White,Democrat,2,2,2,6,3,100,100,100,3
Pennsylvania,1945,Female,White,Independent,2,1,2,7,5,76,76,76,2
NA,1959,Female,White,Democrat,3,2,4,7,4,53,48,74,4
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,51,NA
NA,1955,Male,White,Republican,5,2,2,8,2,47,90,71,5
NA,1946,Male,White,Democrat,2,1,1,10,5,98,100,100,3
California,1959,Female,White,Independent,4,1,1,11,5,78,84,98,5
Massachusetts,1958,Female,White,Independent,3,1,4,10,6,50,61,80,5
North Carolina,1929,Male,White,Republican,4,1,1,5,2,100,94,100,5
California,1952,Female,White,Democrat,3,1,3,NA,5,98,100,99,5
Pennsylvania,1936,Female,White,Independent,4,1,1,6,2,76,52,53,5
New Mexico,1950,Male,White,Republican,4,1,3,11,6,70,20,48,5
New Jersey,1963,Female,White,Republican,4,1,1,NA,6,90,91,91,5
Illinois,1949,Male,White,Democrat,2,1,2,11,6,71,75,100,1
Maryland,1958,Female,White,Democrat,1,1,4,3,2,100,90,100,1
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA
New York,1942,Male,White,Democrat,2,1,4,11,3,93,100,100,1
NA,1957,Male,White,Independent,3,2,3,13,5,80,81,92,4
Washington,1986,Male,White,Democrat,2,1,3,11,5,55,64,74,1
Texas,1945,Female,Black,Democrat,2,1,1,3,3,90,85,69,2
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,100,NA
NA,1972,Male,White,Republican,4,1,2,NA,6,50,65,72,5
Minnesota,1960,Female,White,Republican,4,2,1,NA,6,85,85,85,5
New York,1939,Female,White,Republican,3,2,3,8,6,50,50,51,5
Ohio,1948,Male,White,Republican,4,1,3,3,5,50,26,81,5
Minnesota,1953,Male,White,Independent,5,2,1,11,4,99,98,100,5
Indiana,1960,Female,White,Independent,4,1,2,NA,4,75,50,90,5
New York,1943,Male,White,Democrat,3,1,2,11,6,77,75,84,4
Maryland,1947,Male,White,Democrat,3,1,4,NA,2,82,75,81,4
Ohio,1965,Female,White,Democrat,3,2,4,12,3,100,100,100,3
Illinois,1937,Male,White,Republican,5,1,1,6,4,49,50,80,5
New York,1940,Male,White,Republican,3,2,1,7,2,89,90,89,3
