birth_year,sex,race,party_id,crime,economy,immigration,family_medical_leave,abortion,gay_rights,health_care
1969,Male,White,Independent,3,4,4,2,1,3,3
1969,Female,White,Democrat,4,4,3,4,4,3,4
1956,Female,White,Democrat,4,4,3,1,3,4,4
1987,Female,Black,Democrat,4,4,3,4,4,4,4
1967,Male,White,Independent,3,4,4,2,3,4,4
1951,Male,White,Democrat,4,4,4,3,4,4,4
1950,Female,Black,Democrat,4,4,3,4,3,4,4
1971,Female,White,Republican,4,4,4,3,1,4,4
1972,Male,Black,Democrat,3,3,3,2,3,3,3
1985,Male,Hispanic,Republican,4,4,4,4,4,4,4
1964,Male,Black,Democrat,4,4,4,4,4,4,4
1946,Female,White,Democrat,4,4,3,4,3,4,NA
1971,Male,White,Independent,4,4,2,4,3,4,4
1967,Female,White,Democrat,4,4,3,4,3,3,4
1967,Male,White,Republican,4,4,4,3,3,4,4
1950,Female,Black,Democrat,3,4,3,3,3,4,4
1958,Female,Mixed,Republican,4,4,4,4,4,NA,4
1969,Female,Hispanic,Independent,3,4,3,2,3,3,4
1968,Female,Hispanic,Democrat,3,4,2,2,1,3,3
1952,Female,White,Democrat,3,4,4,4,4,4,4
1968,Female,White,Not sure,3,4,4,4,2,4,4
1963,Female,Black,Democrat,4,3,3,4,4,4,4
1957,Female,Hispanic,Independent,4,4,4,4,4,4,4
1968,Female,Hispanic,Democrat,4,4,4,4,4,4,4
1946,Female,Black,Democrat,4,3,3,2,3,3,4
1936,Female,White,Independent,4,3,4,1,3,4,4
1969,Male,White,Republican,4,4,3,2,3,3,4
1970,Female,Hispanic,Democrat,4,4,4,3,3,3,4
1969,Female,White,Independent,4,4,3,4,3,4,4
1970,Male,White,Independent,4,4,4,1,4,4,4
1966,Male,White,Democrat,3,4,3,3,2,3,3
1967,Female,White,Democrat,4,3,3,4,4,3,4
1975,Male,White,Republican,NA,3,NA,4,4,3,NA
1961,Female,Hispanic,Democrat,4,4,3,4,2,4,4
1970,Female,White,Republican,4,4,NA,4,3,4,3
1959,Female,White,Republican,4,4,4,3,3,4,4
1973,Male,Black,Independent,4,4,2,3,1,4,4
1950,Male,White,Republican,4,4,4,2,1,4,4
1962,Male,White,Republican,4,4,4,1,4,4,4
1969,Female,White,Republican,4,4,3,2,3,4,3
1957,Female,White,Republican,3,3,3,3,4,4,4
1956,Male,White,Not sure,4,3,4,2,2,4,3
1971,Female,White,Republican,NA,4,3,3,3,3,3
1957,Female,White,Independent,4,4,4,1,4,4,3
1982,Male,Black,Independent,3,3,3,3,3,3,3
1964,Female,White,Independent,4,4,4,4,3,4,4
1962,Female,White,Democrat,4,4,3,4,3,4,4
1955,Female,White,Republican,3,4,3,3,3,3,4
1958,Male,White,Independent,4,4,4,2,2,4,3
1974,Female,Hispanic,Independent,4,4,4,4,4,4,4
1954,Female,White,Democrat,3,3,3,2,3,3,4
1942,Female,White,Democrat,4,4,4,3,4,3,4
1933,Female,White,Independent,4,3,4,2,4,4,3
1960,Female,White,Independent,4,4,3,3,4,3,3
1952,Female,White,Democrat,4,4,3,3,4,3,3
1974,Male,Hispanic,Democrat,3,4,3,3,2,3,4
1974,Male,White,Independent,2,3,2,2,3,3,3
1964,Female,Black,Independent,4,4,3,4,4,4,4
1961,Male,White,Republican,3,4,3,2,4,3,4
1965,Male,Asian,Democrat,2,4,2,1,4,2,4
1966,Female,White,Democrat,4,4,3,3,3,4,4
1962,Female,White,Republican,4,4,4,3,2,3,4
1957,Female,White,Democrat,3,4,3,2,4,3,4
1953,Female,Asian,Independent,4,4,4,3,4,3,4
1967,Female,Hispanic,Republican,4,4,NA,3,4,4,4
1948,Female,White,Democrat,3,3,3,3,4,3,3
1962,Female,White,Independent,3,4,2,2,2,3,4
1949,Female,Black,Democrat,4,4,NA,3,3,4,NA
1944,Male,White,Independent,4,4,4,3,3,4,4
1967,Male,White,Independent,3,3,2,4,4,3,4
1966,Female,Black,Democrat,4,4,3,4,2,4,4
1955,Female,White,Democrat,4,4,4,4,4,4,4
1966,Female,White,Democrat,3,4,2,3,2,3,4
1957,Male,Asian,Democrat,4,4,4,2,1,3,4
1959,Female,White,Republican,4,4,4,4,4,3,4
1967,Female,Black,Democrat,4,4,4,3,4,4,4
1975,Female,Asian,Republican,3,4,1,2,1,3,3
1958,Female,White,Republican,4,4,4,2,4,4,3
1969,Male,Black,Democrat,NA,NA,4,NA,NA,4,4
1971,Female,White,Independent,3,4,2,3,2,4,4
1973,Male,White,Republican,3,3,4,2,4,4,2
1975,Female,White,Independent,4,3,3,4,4,4,4
1978,Female,Hispanic,Democrat,4,4,2,4,2,3,4
1943,Female,Hispanic,Democrat,3,3,4,4,4,3,4
1975,Female,Black,Democrat,4,4,3,3,3,4,4
1953,Male,White,Republican,4,3,4,1,4,4,4
1960,Female,White,Democrat,4,4,1,3,3,3,4
1951,Female,White,Democrat,4,4,3,4,4,3,4
1961,Female,White,Republican,4,4,4,4,2,4,4
1964,Male,White,Republican,3,4,3,3,3,4,2
1963,Female,Hispanic,Republican,3,4,4,4,4,4,3
1957,Male,White,Independent,3,3,3,2,2,2,3
1983,Male,White,Democrat,2,3,4,4,2,2,4
1971,Male,White,Democrat,3,4,2,4,3,3,4
1970,Male,White,Other,4,4,4,3,3,4,4
1959,Female,White,Republican,NA,4,4,4,4,4,NA
1980,Female,White,Not sure,3,3,3,3,3,3,3
1983,Female,Asian,Democrat,4,4,3,3,4,4,4
1961,Male,White,Democrat,3,3,3,3,3,2,4
1964,Female,White,Democrat,4,3,2,4,3,4,4
1963,Female,White,Republican,4,4,4,3,4,4,4
1945,Male,White,Independent,3,4,4,3,4,2,4
1968,Male,White,Republican,4,4,4,2,2,4,3
1965,Male,White,Republican,3,4,4,1,4,3,4
1986,Male,White,Democrat,2,3,2,3,2,1,4
1975,Female,White,Democrat,3,3,2,4,4,1,4
1977,Female,White,Democrat,3,4,3,4,3,4,4
1950,Male,White,Democrat,2,2,4,3,4,2,4
1967,Female,White,Democrat,3,4,3,4,3,4,4
1941,Female,White,Democrat,4,4,3,4,3,4,4
1950,Female,White,Independent,4,4,4,4,4,4,4
1952,Female,Black,Democrat,4,3,2,2,3,1,4
1963,Male,White,Independent,4,4,4,2,4,4,3
1953,Female,White,Republican,4,3,4,3,2,4,4
1986,Male,White,Democrat,2,3,2,3,2,2,4
1946,Male,White,Democrat,4,4,4,4,4,3,4
1960,Female,White,Republican,3,4,4,2,3,2,3
1972,Female,Mixed,Other,4,3,3,1,3,4,3
1941,Female,White,Not sure,4,4,4,4,4,4,4
1946,Male,White,Democrat,4,4,4,4,4,3,4
1950,Female,White,Democrat,2,3,2,3,3,2,4
1976,Female,Hispanic,Democrat,4,4,2,3,3,4,4
1956,Female,Black,Democrat,4,4,2,2,4,3,4
1966,Male,White,Independent,3,4,3,3,3,3,4
1955,Male,Hispanic,Independent,4,4,4,4,4,4,4
1962,Male,White,Republican,4,4,4,2,3,4,3
1948,Male,White,Republican,3,4,4,4,4,4,4
1962,Female,White,Independent,3,4,2,4,2,3,4
1937,Male,White,Republican,3,3,2,3,3,3,3
1947,Male,White,Democrat,3,3,3,3,4,4,4
1946,Male,White,Democrat,4,4,2,3,4,3,4
1988,Male,White,Independent,3,4,4,4,1,1,4
1949,Male,White,Republican,4,4,4,2,2,3,3
1953,Male,Hispanic,Democrat,3,3,3,4,3,3,4
1984,Male,White,Other,4,4,4,2,1,4,4
1960,Male,White,Republican,4,4,4,2,3,4,3
1971,Male,White,Independent,2,3,2,3,3,1,4
1956,Male,Black,Independent,3,4,1,4,1,3,4
1934,Male,White,Republican,4,NA,NA,NA,4,3,3
1937,Female,Hispanic,Republican,4,4,4,3,3,4,4
1929,Male,White,Republican,4,4,4,3,3,4,4
1948,Female,White,Democrat,NA,NA,4,4,2,3,3
1972,Male,White,Republican,3,4,4,1,1,3,3
1954,Male,White,Independent,3,4,2,2,1,2,4
1967,Male,White,Republican,4,4,4,3,2,4,3
1935,Male,Hispanic,Republican,4,4,4,2,2,4,3
1955,Male,White,Independent,4,4,2,4,4,2,4
1977,Female,White,Republican,3,4,4,3,2,4,3
1955,Male,Mixed,Independent,4,4,4,2,1,4,4
1990,Male,White,Independent,2,2,3,3,4,2,3
1935,Female,White,Republican,4,4,4,3,2,3,3
1952,Female,Asian,Democrat,4,4,4,4,2,4,4
1955,Female,White,Independent,3,4,4,3,1,4,4
1967,Female,White,Republican,4,4,4,4,4,4,4
1981,Female,Asian,Democrat,3,4,3,3,4,3,4
1951,Female,White,Republican,4,4,4,3,2,4,2
1985,Female,White,Republican,3,3,3,2,4,4,4
1957,Female,Mixed,Republican,4,4,4,2,4,4,3
1954,Female,White,Democrat,4,4,4,3,3,4,4
1945,Female,White,Independent,3,3,4,3,3,3,4
1959,Female,White,Democrat,4,4,4,3,3,4,4
1955,Male,White,Republican,4,NA,4,4,4,4,4
1946,Male,White,Democrat,4,4,4,3,4,4,4
1959,Female,White,Independent,4,4,4,1,4,4,2
1958,Female,White,Independent,4,4,4,2,2,4,4
1929,Male,White,Republican,4,4,4,2,4,4,4
1952,Female,White,Democrat,4,4,3,3,4,4,4
1936,Female,White,Independent,4,4,4,2,4,NA,4
1950,Male,White,Republican,NA,4,NA,2,4,4,NA
1963,Female,White,Republican,3,4,4,1,4,4,4
1949,Male,White,Democrat,3,4,2,2,2,3,4
1958,Female,White,Democrat,3,4,2,3,4,2,4
1942,Male,White,Democrat,4,3,4,4,3,4,4
1957,Male,White,Independent,4,4,3,4,2,4,4
1986,Male,White,Democrat,2,3,2,3,3,1,3
1945,Female,Black,Democrat,4,4,4,4,4,4,4
1957,Female,White,Republican,2,4,4,1,3,3,4
1980,Female,Asian,Independent,3,4,2,4,1,4,3
1972,Male,White,Republican,3,4,3,2,1,4,3
1960,Female,White,Republican,4,4,4,2,2,4,3
1939,Female,White,Republican,4,4,4,3,3,4,4
1948,Male,White,Republican,4,4,4,2,3,4,4
1953,Male,White,Independent,3,4,4,2,4,4,4
1960,Female,White,Independent,4,4,4,3,2,4,4
1943,Male,White,Democrat,3,3,3,3,2,3,4
1947,Male,White,Democrat,4,3,2,3,1,3,4
1965,Female,White,Democrat,4,4,3,2,3,4,4
1968,Female,White,Republican,4,4,4,2,1,4,3
1954,Female,White,Republican,4,4,3,3,3,3,4
1937,Male,White,Republican,3,4,4,3,3,4,3
1940,Male,White,Republican,4,4,4,2,3,4,4
1964,Male,White,Republican,3,4,3,3,3,4,4
1958,Male,White,Independent,4,1,1,4,1,2,4
1970,Male,Other,Independent,3,3,3,3,2,3,2
1955,Male,Hispanic,Republican,4,4,4,2,3,4,3
1932,Male,White,Republican,4,4,4,3,3,4,4
1953,Female,White,Independent,4,4,4,4,4,4,3
1953,Female,White,Republican,4,4,4,3,3,4,4
1965,Male,White,Independent,3,4,4,3,1,3,2
1963,Male,White,Independent,3,4,4,2,4,3,3
1934,Female,White,Independent,4,4,4,4,4,4,4
1973,Female,White,Democrat,4,3,3,4,4,4,4
1959,Male,White,Republican,4,4,4,2,1,4,4
1961,Male,White,Republican,4,4,4,2,3,4,3
1960,Male,White,Republican,4,4,4,1,3,4,2
1959,Male,White,Republican,4,4,4,2,2,4,3
1968,Male,White,Independent,3,4,3,3,4,3,4
1967,Female,Other,Independent,2,3,2,3,4,1,4
1947,Male,White,Democrat,3,4,3,3,4,3,4
1951,Male,White,Republican,3,4,4,2,3,3,2
1946,Male,White,Democrat,4,4,3,4,3,4,4
1962,Male,White,Republican,4,4,4,1,4,4,3
1954,Female,White,Independent,3,3,2,2,4,3,3
1961,Female,Hispanic,Democrat,3,3,2,4,4,2,4
1958,Female,White,Independent,3,4,2,3,3,3,4
1946,Male,Asian,Republican,3,4,4,2,4,4,3
1983,Male,White,Other,3,4,4,1,2,2,3
1977,Male,Mixed,Other,3,3,4,2,3,3,4
1975,Male,White,Republican,3,4,4,2,2,4,3
1948,Male,Mixed,Independent,4,3,3,3,1,4,3
1944,Female,White,Republican,3,4,4,3,4,3,3
1980,Female,Black,Independent,2,3,3,4,4,3,4
1957,Female,White,Independent,4,4,4,4,4,4,4
1963,Male,Native American,Democrat,1,3,2,3,3,1,4
1932,Female,Hispanic,Independent,3,4,4,3,3,2,4
1954,Female,White,Independent,3,3,3,3,2,4,4
1978,Male,White,Independent,1,4,3,1,4,2,4
1949,Female,White,Republican,4,4,4,2,4,4,4
1954,Female,White,Republican,4,4,4,1,2,4,2
1973,Male,White,Democrat,4,4,4,4,4,4,4
1948,Female,White,Republican,4,3,4,3,4,4,4
1954,Male,White,Independent,4,4,4,3,2,3,3
1960,Male,White,Republican,4,4,4,3,2,4,3
1956,Female,White,Republican,4,4,2,4,1,4,4
1957,Female,White,Democrat,4,4,4,4,4,4,4
1956,Female,White,Democrat,3,4,3,3,3,3,4
1940,Female,White,Democrat,4,3,3,3,4,4,4
1962,Female,White,Democrat,3,3,3,3,3,3,4
1977,Female,White,Independent,4,4,3,4,3,4,4
1974,Male,Asian,Democrat,2,4,2,3,3,2,4
1961,Female,Black,Democrat,4,4,4,3,2,4,4
1958,Male,White,Republican,4,4,4,3,2,3,4
1969,Female,Black,Democrat,4,2,3,3,1,4,4
1959,Female,White,Republican,4,4,4,4,4,4,4
1965,Male,White,Independent,2,4,4,3,2,2,4
1953,Male,White,Independent,3,4,3,4,4,2,4
1964,Male,Middle Eastern,Independent,3,4,4,2,4,4,3
1951,Female,White,Democrat,4,4,4,3,3,4,4
1959,Female,White,Republican,4,3,4,3,4,4,3
1964,Female,White,Independent,4,3,4,3,2,4,4
1945,Male,White,Independent,3,4,3,3,2,3,4
1965,Female,White,Independent,3,4,3,2,3,3,4
1970,Female,White,Democrat,2,2,2,2,2,2,2
1957,Female,White,Independent,4,4,4,4,4,4,4
1979,Female,White,Republican,4,4,4,3,1,4,4
1956,Female,White,Independent,3,4,2,1,2,2,3
1958,Male,White,Democrat,2,4,2,3,3,1,4
1962,Male,White,Republican,4,4,4,2,4,3,4
1956,Male,White,Democrat,3,3,3,4,4,3,4
1965,Female,White,Independent,4,3,3,3,3,4,4
1960,Male,White,Independent,4,4,4,3,3,4,4
1977,Male,White,Independent,1,1,2,4,1,1,3
1963,Female,Mixed,Democrat,4,3,3,3,3,3,4
1947,Female,White,Democrat,3,4,3,4,3,3,4
1961,Female,Black,Democrat,4,4,3,4,4,4,4
1956,Female,White,Independent,4,4,3,2,4,4,4
1983,Male,Black,Democrat,4,3,3,4,4,3,4
1962,Female,White,Independent,4,4,4,4,4,4,4
1946,Male,White,Independent,4,4,4,2,4,4,4
1946,Female,White,Republican,4,4,4,3,4,4,4
1956,Male,White,Democrat,3,4,4,3,3,4,3
1972,Female,Hispanic,Independent,3,4,3,2,4,4,4
1956,Male,White,Republican,4,4,4,4,4,4,4
1955,Male,White,Other,3,4,4,3,1,3,4
1936,Female,White,Independent,4,4,4,4,3,4,4
1957,Female,White,Independent,3,3,4,2,1,3,4
1954,Male,White,Democrat,4,4,3,4,2,4,4
1964,Female,White,Democrat,3,4,4,3,3,3,4
1946,Female,White,Democrat,4,4,3,4,4,4,4
1940,Female,White,Other,4,4,3,3,4,4,4
1954,Male,White,Democrat,4,4,4,4,4,4,4
1958,Male,White,Republican,4,4,4,3,4,4,3
1941,Female,White,Independent,4,4,3,4,3,4,4
1965,Female,Native American,Independent,4,4,4,3,1,3,4
1969,Female,Black,Independent,4,4,4,3,3,4,4
1947,Female,White,Democrat,4,4,3,3,3,3,4
1948,Female,White,Democrat,4,4,4,4,4,4,4
1932,Female,White,Republican,4,3,4,4,4,4,4
1958,Female,White,Republican,4,4,4,4,3,4,4
1961,Female,Black,Independent,3,4,1,1,2,1,3
1974,Female,Mixed,Democrat,4,4,3,3,3,3,4
1945,Female,White,Independent,4,4,4,3,1,3,4
1957,Male,White,Independent,3,4,4,4,4,3,4
1961,Female,White,Republican,3,4,2,2,3,3,4
1957,Female,White,Democrat,4,4,2,4,4,4,4
1964,Female,White,Republican,4,4,3,2,4,4,4
1955,Female,White,Republican,3,4,4,3,4,3,3
1961,Female,White,Republican,3,4,3,1,2,4,4
1960,Female,White,Democrat,4,4,1,2,2,4,4
1964,Female,White,Independent,4,4,4,2,4,4,4
1943,Male,White,Republican,4,3,4,2,2,4,3
1946,Female,White,Independent,4,4,4,NA,4,4,3
1941,Female,White,Republican,4,4,4,2,3,4,4
1980,Female,Native American,Other,1,3,3,4,4,1,4
1950,Male,White,Republican,3,4,4,1,4,2,3
1960,Female,White,Democrat,4,3,3,3,2,3,4
1950,Male,White,Republican,4,4,4,3,3,4,3
1956,Female,White,Democrat,4,3,3,3,4,3,4
1964,Male,White,Republican,4,4,4,1,3,4,3
1955,Male,White,Republican,4,3,4,3,4,4,4
1968,Female,White,Independent,3,3,4,3,2,3,4
1954,Female,White,Democrat,4,4,3,4,4,4,4
1954,Male,White,Republican,4,4,4,3,2,4,4
1966,Male,White,Independent,4,4,4,1,1,3,3
1982,Female,White,Independent,4,4,4,3,2,3,4
1971,Female,White,Republican,3,3,3,2,2,3,3
1949,Male,White,Independent,4,3,3,3,4,4,4
1955,Male,White,Democrat,4,4,3,4,4,4,4
1959,Female,White,Independent,4,3,4,2,4,4,3
1951,Male,Other,Independent,3,3,4,1,1,4,2
1954,Male,Black,Democrat,4,3,3,3,3,4,4
1946,Female,White,Independent,4,4,4,3,1,4,3
1943,Female,White,Democrat,3,3,4,3,1,3,4
1951,Female,Mixed,Democrat,4,4,2,4,3,2,4
1955,Female,Black,Democrat,4,4,3,4,1,4,4
1980,Female,White,Democrat,3,3,3,3,3,2,3
1963,Male,White,Republican,2,3,3,2,2,3,4
1972,Male,White,Democrat,3,3,1,4,4,2,4
1965,Male,Mixed,Independent,4,4,4,1,4,4,4
1965,Female,Hispanic,Other,4,4,4,2,3,4,3
1970,Female,White,Republican,4,4,4,4,2,4,4
1952,Male,White,Republican,4,4,4,3,2,4,4
1974,Female,Hispanic,Democrat,4,4,4,3,4,4,4
1985,Female,White,Republican,3,2,4,2,3,4,3
1927,Female,White,Democrat,3,3,2,4,1,3,4
1953,Female,White,Republican,4,4,4,4,4,4,4
1968,Male,White,Democrat,4,4,3,4,3,4,4
1984,Female,Hispanic,Republican,4,4,3,4,3,4,4
1954,Female,White,Republican,4,4,4,3,4,4,4
1959,Male,White,Democrat,4,3,2,2,4,4,4
1963,Male,White,Independent,4,4,2,3,2,3,3
1958,Female,White,Republican,3,4,2,3,1,2,4
1979,Female,White,Democrat,3,4,4,4,3,3,4
1946,Female,White,Independent,4,4,2,3,2,3,4
1947,Female,White,Democrat,3,3,2,2,1,3,4
1957,Female,White,Republican,4,4,4,3,4,4,4
1961,Female,Hispanic,Independent,4,4,3,4,3,4,4
1959,Male,White,Democrat,4,1,4,1,1,4,4
1955,Male,White,Independent,3,3,3,3,2,3,4
1948,Male,White,Republican,4,3,3,4,3,4,4
1958,Male,White,Independent,4,4,3,3,3,4,4
1964,Female,White,Republican,3,4,4,2,3,4,4
1947,Female,White,Independent,4,4,4,4,4,4,4
1950,Female,White,Republican,4,4,4,1,1,4,4
1970,Female,White,Democrat,3,3,3,2,3,2,3
1969,Female,White,Democrat,3,3,4,3,3,3,3
1950,Male,White,Republican,4,4,4,3,3,4,4
1953,Female,White,Republican,3,3,4,3,2,3,4
1963,Female,White,Democrat,4,4,3,3,3,3,4
1953,Female,White,Independent,4,4,4,2,2,4,4
1959,Female,White,Republican,4,4,4,4,4,4,3
1963,Female,White,Republican,1,4,4,1,1,2,3
1964,Female,White,Republican,3,4,4,3,2,4,3
1980,Male,Asian,Not sure,4,4,4,4,4,4,4
1971,Male,White,Independent,3,4,3,4,3,3,4
1954,Female,White,Democrat,4,4,4,3,3,4,4
1989,Female,White,Republican,3,2,2,3,3,3,3
1972,Female,White,Independent,3,4,4,3,3,4,4
1956,Male,White,Republican,4,4,4,4,3,3,4
1967,Female,White,Republican,4,3,4,4,4,4,4
1962,Male,Hispanic,Not sure,3,4,4,3,2,3,3
1952,Female,White,Other,3,4,3,3,3,2,4
1974,Female,Mixed,Democrat,4,4,4,4,4,3,4
1960,Female,White,Democrat,3,3,3,3,3,3,4
1949,Female,White,Republican,4,4,4,2,1,4,3
1965,Male,White,Independent,3,4,3,3,4,3,3
1990,Female,Mixed,Independent,2,3,4,3,4,2,4
1950,Male,White,Republican,3,4,3,2,2,3,3
1959,Female,White,Republican,4,3,4,3,4,3,4
1967,Female,White,Republican,4,4,4,4,2,4,4
1953,Male,White,Republican,4,4,4,2,3,4,2
1967,Female,White,Republican,4,4,4,3,4,4,4
1957,Female,White,Republican,4,3,4,1,3,4,3
1962,Female,Asian,Democrat,1,4,3,4,4,1,4
1976,Male,White,Republican,3,4,4,3,4,4,4
1944,Male,White,Republican,4,3,4,2,4,4,2
1976,Female,White,Independent,3,4,3,2,1,3,2
1958,Female,White,Republican,4,4,4,4,2,4,4
1958,Female,White,Independent,4,4,3,4,3,4,4
1942,Male,Hispanic,Democrat,4,4,3,3,2,4,4
1959,Male,Hispanic,Republican,3,4,4,3,4,4,NA
1955,Female,White,Independent,4,4,2,4,4,3,4
1952,Female,White,Democrat,3,4,3,3,3,4,4
1950,Female,White,Independent,4,4,4,3,4,4,4
1976,Female,White,Independent,4,4,3,2,3,4,4
1944,Female,White,Independent,3,3,3,2,2,2,3
1951,Female,Black,Democrat,3,3,2,2,2,3,4
1957,Female,White,Independent,3,3,2,3,2,3,4
1959,Male,White,Democrat,3,4,3,4,2,3,4
1954,Female,White,Republican,4,4,4,3,4,4,4
1973,Female,White,Democrat,4,4,2,4,2,4,4
1988,Male,White,Democrat,3,4,3,4,4,3,4
1953,Male,White,Republican,4,4,4,1,1,4,4
1950,Female,White,Democrat,4,4,4,3,3,4,4
1981,Female,White,Democrat,2,4,4,4,4,3,4
1932,Male,White,Republican,4,4,4,4,4,4,4
1950,Male,White,Democrat,3,3,2,3,2,2,4
1972,Female,White,Republican,4,4,4,4,4,4,4
1949,Female,White,Democrat,3,3,3,2,4,3,4
1963,Male,White,Independent,3,3,2,4,4,3,4
1950,Female,White,Democrat,4,3,2,3,3,4,4
1971,Male,White,Independent,2,3,2,1,2,3,3
1988,Female,Hispanic,Democrat,3,3,4,3,4,2,4
1966,Male,White,Democrat,3,3,3,3,3,3,4
1950,Female,White,Republican,4,4,4,4,4,4,4
1933,Female,White,Republican,4,4,4,4,4,4,4
1962,Male,Asian,Democrat,4,3,2,4,3,3,4
1957,Male,White,Independent,4,4,3,3,2,4,4
1968,Female,White,Democrat,4,4,3,3,3,4,4
1972,Female,White,Independent,4,4,3,3,4,4,4
1964,Female,White,Republican,4,4,4,4,4,4,4
1969,Female,Other,Democrat,4,4,1,4,3,4,4
1939,Female,White,Independent,4,4,4,1,4,4,4
1949,Male,White,Independent,3,3,3,2,2,3,4
1937,Female,White,Republican,4,4,4,3,4,4,3
1970,Female,Hispanic,Democrat,3,3,4,3,1,2,4
1968,Female,White,Republican,4,3,2,3,4,4,4
1969,Female,White,Independent,4,4,4,4,4,4,4
1973,Male,White,Republican,4,4,4,3,3,4,3
1957,Female,White,Republican,4,3,3,2,4,3,4
1969,Female,Native American,Republican,3,4,4,3,3,2,2
1950,Female,Black,Democrat,4,4,4,NA,4,4,4
1972,Female,White,Independent,3,3,3,3,3,3,3
1944,Male,White,Independent,3,4,3,4,3,3,4
1960,Female,White,Independent,4,3,4,2,2,3,4
1970,Female,White,Republican,3,4,2,4,3,3,4
1948,Female,White,Democrat,3,3,4,2,4,2,4
1951,Female,White,Democrat,4,4,4,4,3,3,4
1976,Female,White,Republican,3,3,4,2,4,4,3
1960,Female,White,Democrat,3,1,3,3,4,2,4
1963,Male,White,Republican,4,4,4,2,1,4,3
1964,Male,White,Republican,3,4,3,2,1,3,3
1985,Male,Asian,Democrat,3,3,3,3,2,3,4
1977,Female,White,Democrat,4,4,4,4,4,4,4
1982,Female,White,Republican,2,4,2,4,1,4,3
1978,Male,White,Republican,3,4,4,3,2,4,3
1979,Female,White,Democrat,4,NA,3,3,3,4,4
1961,Female,White,Republican,4,4,4,3,3,4,4
1953,Female,White,Independent,4,4,2,3,4,4,4
1961,Female,White,Independent,4,4,4,4,4,3,4
1962,Male,White,Republican,3,4,4,2,4,4,4
1980,Female,White,Other,3,4,4,3,3,1,4
1953,Male,White,Democrat,3,3,2,4,3,3,4
1954,Female,White,Independent,4,4,4,2,4,4,4
1954,Female,Black,Democrat,4,4,4,3,3,2,4
1943,Male,White,Republican,4,4,4,3,2,4,4
1969,Male,White,Democrat,3,3,3,3,3,3,4
1957,Male,White,Independent,4,4,4,2,4,4,3
1955,Male,White,Independent,4,4,4,2,1,4,3
1936,Female,White,Republican,4,4,4,4,4,4,4
1939,Male,White,Republican,4,3,NA,2,2,4,4
1948,Male,White,Republican,4,3,4,3,3,4,4
1974,Male,White,Democrat,3,3,3,3,3,3,4
1966,Male,White,Democrat,3,4,4,4,3,3,4
1949,Male,White,Democrat,3,4,4,4,2,3,4
1973,Male,Other,Independent,3,3,2,3,3,3,3
1966,Male,Black,Democrat,4,4,4,4,4,4,4
1973,Male,White,Republican,2,4,4,1,3,2,3
1957,Male,Black,Democrat,3,3,3,2,2,4,4
1978,Female,White,Democrat,4,4,4,4,2,4,4
1971,Female,Black,Democrat,4,4,4,4,3,4,4
1953,Male,Other,Independent,2,4,4,3,4,4,3
1941,Male,White,Republican,3,4,3,2,4,4,4
1969,Male,White,Independent,4,4,2,3,3,3,4
1944,Female,White,Democrat,4,4,3,4,3,3,4
1960,Male,White,Republican,4,4,4,2,3,4,4
1964,Male,White,Republican,4,4,3,1,4,4,3
1964,Female,White,Independent,3,4,4,4,2,3,4
1946,Female,White,Republican,4,4,4,2,3,4,3
1952,Male,Black,Democrat,4,4,4,4,3,4,4
1945,Female,Black,Democrat,4,4,4,4,4,4,4
1945,Male,White,Republican,4,4,4,2,3,4,2
1954,Male,White,Other,4,4,4,2,4,4,4
1955,Female,White,Republican,4,4,4,4,3,4,4
1953,Male,White,Republican,4,4,2,1,1,4,4
1958,Male,White,Republican,3,3,4,3,3,3,3
1947,Male,White,Independent,4,3,1,3,4,4,4
1953,Female,White,Democrat,4,4,4,4,4,4,4
1930,Male,White,Democrat,3,3,4,2,4,3,4
1956,Female,White,Democrat,2,3,3,3,4,3,4
1951,Female,Hispanic,Democrat,4,3,3,2,4,3,4
1958,Male,White,Democrat,3,4,3,4,1,3,4
1951,Male,White,Independent,4,4,4,3,2,4,3
1967,Female,White,Democrat,4,3,4,NA,NA,4,4
1939,Female,White,Republican,4,3,4,3,3,3,4
1957,Male,White,Independent,3,4,2,3,2,2,4
1961,Male,Black,Democrat,4,4,1,4,3,4,4
1955,Female,White,Not sure,3,4,3,3,4,4,4
1960,Male,Black,Independent,3,4,2,2,3,3,4
1950,Female,White,Independent,4,4,4,2,1,4,4
1962,Male,White,Independent,3,4,3,4,2,3,4
1971,Male,Black,Democrat,2,3,1,3,3,1,3
1950,Female,White,Republican,4,4,4,3,4,4,4
1967,Male,Asian,Republican,3,4,4,1,2,3,3
1935,Female,White,Republican,3,4,3,2,4,3,4
1945,Female,White,Independent,3,4,2,3,3,3,4
1969,Female,White,Not sure,4,4,3,4,3,3,4
1986,Male,White,Independent,1,3,2,3,2,2,3
1971,Female,Hispanic,Democrat,4,4,4,4,4,4,4
1966,Male,White,Other,3,4,2,3,1,3,4
1938,Female,White,Republican,4,4,4,3,3,4,3
1962,Male,White,Independent,4,4,4,4,3,4,4
1978,Female,White,Independent,4,4,3,4,2,4,4
1987,Female,Asian,Independent,3,4,4,3,3,3,4
1967,Male,White,Independent,4,4,4,4,4,4,4
1956,Male,White,Independent,3,4,1,4,1,2,4
1984,Male,White,Independent,3,4,3,2,2,3,3
1972,Female,White,Democrat,2,3,4,3,4,2,4
