state,birth_year,sex,immi_naturalize_2016,gaymar_2016,deathpen_2016,univhealthcov_2016,envwarm_2016,taxdoug_2016,amshamed_2016,gunown_2016
Oregon,1957,Female,NA,1,1,1,2,1,2,1
Colorado,1942,Female,1,1,1,1,2,1,2,0
Not Asked,1968,Male,0,NA,1,0,4,2,2,NA
Ohio,1962,Male,1,1,0,1,1,1,2,1
Not Asked,1966,Female,0,NA,1,1,2,1,2,0
Ohio,1951,Female,1,0,1,0,5,1,2,0
Maryland,1958,Female,1,0,0,1,1,1,2,0
California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas,1964,Female,NA,0,1,0,3,2,3,0
Florida,1932,Male,1,1,0,1,1,1,2,0
Washington,1960,Male,NA,1,0,1,2,1,2,1
Illinois,1950,Female,0,1,1,NA,1,1,1,NA
Mississippi,1949,Male,0,0,0,1,2,1,2,0
Michigan,1939,Female,1,0,0,1,2,1,NA,0
Pennsylvania,1949,Male,NA,0,1,0,1,1,2,0
Illinois,1959,Male,1,0,1,0,5,2,3,1
Illinois,1966,Female,1,1,0,1,1,1,2,0
Tennessee,1938,Female,1,0,0,1,1,1,2,0
Texas,1956,Female,1,1,1,1,5,1,4,0
Florida,1957,Female,1,0,0,1,1,3,1,0
Not Asked,1960,Male,0,1,1,1,3,2,3,0
California,1967,Female,0,1,1,0,2,2,2,1
Ohio,1965,Male,0,0,0,0,3,1,2,0
Texas,1953,Female,NA,0,1,1,1,1,1,0
Michigan,1954,Female,1,0,NA,NA,3,1,2,0
Alabama,1950,Female,1,0,0,1,1,1,1,1
Pennsylvania,1961,Female,1,1,0,1,1,1,1,1
New York,1950,Male,1,0,1,0,2,2,2,0
Not Asked,1966,Female,0,0,1,0,2,1,2,0
Skipped,1963,Male,1,1,1,1,1,1,2,0
Pennsylvania,1960,Male,NA,1,1,1,1,1,3,0
Illinois,1947,Female,1,1,1,1,1,1,1,0
Pennsylvania,1952,Male,1,0,1,1,1,1,2,0
Georgia,1950,Female,0,0,1,NA,1,3,2,1
Texas,1951,Female,1,NA,NA,0,1,1,1,1
Maine,1951,Male,1,1,0,1,1,1,2,1
Michigan,1964,Female,NA,0,1,0,5,1,NA,0
Kentucky,1953,Female,1,1,1,1,1,1,2,0
New York,1961,Female,1,0,0,NA,2,1,2,0
Georgia,1976,Female,NA,0,1,0,2,1,3,0
California,1944,Female,1,0,0,1,3,1,2,0
New York,1967,Male,NA,1,NA,NA,1,1,1,0
North Carolina,1942,Female,1,NA,0,1,1,1,2,1
Texas,1966,Male,1,1,1,0,3,3,2,0
Illinois,1940,Male,0,0,1,0,2,1,2,0
New York,1942,Female,1,1,0,1,2,1,1,0
California,1964,Female,1,1,1,0,1,1,2,1
Illinois,1958,Female,NA,1,1,0,2,1,3,0
Maryland,1971,Female,1,1,0,1,1,1,1,0
Oklahoma,1954,Female,0,0,1,1,1,1,2,1
Arkansas,1967,Male,NA,0,1,0,2,1,3,NA
Arkansas,1959,Female,0,1,1,NA,1,1,2,1
Georgia,1983,Female,0,1,1,0,1,2,2,0
California,1939,Female,NA,1,0,1,1,1,2,0
Maryland,1958,Female,1,1,1,1,1,1,2,0
Mississippi,1945,Male,NA,0,1,0,2,1,1,1
California,1967,Male,1,0,NA,1,5,2,2,1
New York,1954,Female,1,1,NA,1,1,1,2,NA
Texas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,1957,Female,1,1,1,1,1,1,1,0
Not Asked,1962,Female,0,0,1,0,2,2,3,0
Indiana,1948,Male,1,1,0,1,1,1,2,0
Hawaii,1963,Female,1,1,1,0,1,3,NA,0
Indiana,1965,Female,NA,NA,NA,NA,1,1,NA,0
West Virginia,1961,Female,1,1,0,1,1,1,1,0
California,1964,Male,1,1,1,1,1,1,2,1
Wisconsin,1947,Female,0,0,1,0,2,2,4,0
Arkansas,1963,Male,0,0,NA,0,4,2,3,NA
Kansas,1964,Male,1,1,1,1,2,1,3,0
California,1962,Male,NA,1,1,0,1,1,1,0
Wisconsin,1956,Female,1,1,0,1,1,1,2,0
California,1957,Female,1,1,1,0,2,1,3,0
Hawaii,1961,Male,0,NA,1,0,3,2,2,1
Ohio,1967,Male,1,1,0,1,1,1,2,0
Colorado,1953,Female,1,1,0,1,1,1,2,0
Ohio,1952,Female,1,NA,NA,1,1,1,2,0
Oregon,1983,Male,1,1,1,1,1,1,1,1
New York,1962,Male,0,0,1,1,1,2,3,0
Missouri,1955,Male,1,1,0,1,1,1,1,0
Ohio,1945,Female,0,1,1,0,1,1,2,0
Minnesota,1961,Female,1,NA,0,1,1,1,1,0
New Jersey,1948,Male,NA,NA,1,NA,2,1,2,1
New Jersey,1955,Female,1,1,0,0,1,2,3,0
Texas,1942,Female,1,NA,0,1,1,1,2,0
South Carolina,1948,Female,1,0,1,0,2,1,3,1
North Carolina,1933,Female,1,0,1,1,2,1,NA,1
California,1945,Female,1,1,0,1,1,1,1,1
Massachusetts,1960,Female,1,1,NA,1,1,1,1,0
New York,1958,Female,NA,1,1,NA,1,1,2,0
New York,1943,Female,NA,1,1,NA,5,2,3,0
Michigan,1951,Male,1,1,1,0,1,1,2,0
New York,1967,Female,1,1,1,1,1,2,1,0
Illinois,1971,Male,1,1,0,1,1,1,1,1
Michigan,1956,Male,0,0,1,1,2,1,4,1
New York,1953,Male,0,1,1,0,2,1,1,1
New York,1921,Female,1,1,0,0,1,1,2,0
New York,1960,Female,0,NA,NA,1,2,1,1,0
Indiana,1954,Male,1,1,0,1,2,1,2,1
Not Asked,1977,Male,0,0,1,1,2,1,1,0
Florida,1958,Male,1,NA,1,1,1,1,2,0
Texas,1948,Female,NA,1,1,0,4,1,1,1
Hawaii,1981,Female,1,1,NA,1,1,1,2,0
Arizona,1976,Male,1,1,NA,1,1,1,1,0
Washington,1949,Female,NA,NA,NA,0,2,1,4,1
Texas,1968,Female,1,1,0,1,1,1,1,0
Missouri,1981,Female,0,0,1,0,3,3,1,1
California,1966,Female,1,1,1,1,1,1,1,0
Kentucky,1961,Female,1,1,1,1,1,1,1,0
California,1981,Female,NA,1,0,NA,1,1,2,0
New York,1974,Female,0,0,0,0,3,1,2,0
Washington,1943,Female,1,1,NA,NA,1,1,NA,0
North Carolina,1943,Male,1,NA,1,0,1,1,2,0
Pennsylvania,1983,Female,1,1,0,1,1,1,1,0
Florida,1952,Male,1,1,0,1,1,1,1,NA
Not Asked,1952,Male,1,1,0,1,1,1,1,0
Pennsylvania,1946,Female,1,1,NA,1,1,1,2,0
California,1979,Female,1,0,0,0,2,2,2,0
Colorado,1941,Male,0,0,1,0,2,1,1,1
Illinois,1951,Male,0,1,1,0,3,1,3,1
New Jersey,1988,Male,1,1,0,1,1,1,2,0
Montana,1964,Male,1,0,1,0,2,2,1,0
New Jersey,1942,Male,0,NA,1,NA,3,3,3,0
Nevada,1935,Male,0,1,1,0,4,1,2,1
Massachusetts,1953,Male,0,0,1,0,4,2,3,NA
Illinois,1974,Female,1,1,1,1,2,1,3,0
Michigan,1972,Female,1,1,1,1,2,1,NA,0
Michigan,1935,Female,NA,0,0,0,3,2,3,0
North Carolina,1950,Male,1,0,0,NA,1,1,2,0
New York,1963,Female,1,1,0,1,1,1,2,1
Louisiana,1959,Male,0,0,1,0,3,2,2,0
Illinois,1936,Female,1,0,0,1,1,1,1,0
Georgia,1955,Male,0,0,1,1,1,1,2,0
Florida,1958,Female,0,0,1,0,4,2,4,1
North Carolina,1978,Female,1,1,0,1,1,1,1,0
New York,1943,Female,0,1,1,1,2,1,2,1
Illinois,1950,Male,1,1,1,0,1,2,2,0
Washington,1957,Male,1,1,1,1,1,1,1,0
Wisconsin,1958,Male,1,1,1,1,1,1,1,0
New York,1956,Male,1,1,NA,1,1,1,NA,0
Ohio,1963,Female,1,1,1,1,2,1,2,0
New York,1931,Female,NA,NA,0,0,2,3,3,0
New York,1957,Female,1,1,0,1,1,1,1,0
New York,1956,Female,1,1,0,1,1,1,1,0
California,1971,Female,1,1,0,1,1,1,3,0
Texas,1981,Female,1,1,0,1,1,1,1,0
Not Asked,1964,Female,0,0,1,1,1,1,1,0
Idaho,1958,Female,1,1,1,NA,1,3,1,0
Arkansas,1957,Female,1,NA,0,1,4,1,2,0
Pennsylvania,1959,Female,0,0,1,0,2,1,4,1
Texas,1950,Female,1,0,1,0,1,1,3,1
Ohio,1972,Male,0,1,1,0,5,1,2,0
New York,1959,Male,1,1,1,0,1,1,2,1
Connecticut,1964,Male,0,1,0,0,1,2,1,1
Texas,1954,Female,0,0,1,0,3,2,3,1
Maine,1947,Male,NA,0,1,1,3,1,2,0
New York,1984,Female,1,1,0,1,1,1,1,0
Delaware,1950,Male,0,1,1,1,1,1,2,0
Maine,1955,Female,1,1,0,1,1,1,1,0
Florida,1950,Male,1,0,0,0,3,1,2,1
California,1948,Female,1,1,0,1,1,1,1,0
Oklahoma,1958,Male,0,0,1,0,2,1,3,1
North Carolina,1951,Male,1,1,0,1,1,1,1,1
Ohio,1950,Female,1,NA,NA,0,2,1,2,0
California,1956,Female,1,1,1,1,2,3,2,0
Texas,1969,Male,1,0,1,0,4,2,4,1
New Jersey,1952,Female,1,1,NA,1,1,1,1,0
New York,1952,Female,1,1,1,1,1,1,2,1
Colorado,1971,Female,1,1,0,1,1,1,1,1
California,1939,Male,0,0,1,1,1,1,1,0
Nevada,1963,Male,0,1,1,0,1,1,2,1
Montana,1949,Male,NA,1,NA,1,1,1,2,1
New York,1950,Male,1,1,0,1,1,1,1,0
New Jersey,1955,Female,NA,0,0,1,5,1,3,1
Nebraska,1980,Female,1,1,0,0,2,2,1,1
Idaho,1984,Female,NA,0,1,0,3,2,4,1
California,1960,Female,1,1,0,1,1,1,1,1
Minnesota,1963,Female,NA,NA,NA,0,3,2,3,1
Pennsylvania,1957,Female,NA,1,NA,0,1,1,3,NA
New York,1947,Female,1,1,0,1,1,1,1,0
California,1983,Male,1,1,1,1,1,1,1,0
Not Asked,1934,Male,1,0,1,0,4,2,2,1
Wisconsin,1989,Male,1,NA,0,0,3,2,3,1
West Virginia,1954,Female,NA,0,1,0,2,1,2,1
Not Asked,1986,Male,1,1,0,1,1,1,1,0
Not Asked,9998,Female,0,0,0,0,3,3,3,0
South Carolina,1975,Female,NA,0,1,0,5,2,1,NA
New Hampshire,1958,Female,1,1,0,1,2,1,4,NA
North Carolina,1952,Female,NA,0,1,NA,1,1,1,1
Not Asked,1970,Female,NA,1,NA,1,1,1,1,0
Kansas,1947,Male,1,0,1,0,2,2,1,1
New York,1961,Female,1,1,0,1,3,1,1,0
Wisconsin,1954,Female,1,NA,0,0,5,2,4,0
North Carolina,1949,Female,1,0,1,1,2,2,3,0
Minnesota,1953,Female,0,0,1,0,3,1,2,0
Minnesota,1947,Female,0,1,1,0,5,1,3,0
Virginia,1961,Male,0,0,1,1,1,2,2,NA
New York,1965,Male,0,0,1,0,3,2,4,1
Kansas,1948,Female,0,0,1,0,1,2,4,1
Kentucky,1968,Male,0,0,1,0,4,2,1,NA
Georgia,1973,Female,0,0,1,0,3,2,3,1
West Virginia,1948,Female,NA,0,1,0,3,1,1,0
Louisiana,1964,Female,0,0,1,NA,3,1,4,1
New York,1956,Male,1,1,1,1,2,1,2,1
Massachusetts,1950,Male,0,0,NA,0,3,2,4,0
Texas,1971,Male,1,0,1,1,4,1,1,0
Texas,1961,Male,0,0,1,0,4,2,4,1
New Jersey,1974,Female,NA,1,1,NA,5,1,NA,1
Oregon,1958,Male,1,1,0,1,1,1,1,0
Pennsylvania,1930,Male,1,1,0,1,1,1,1,0
Illinois,1973,Male,1,0,1,0,2,1,2,0
Idaho,1960,Female,0,1,1,0,5,1,4,0
Florida,1953,Male,NA,NA,1,1,2,1,2,1
Texas,1932,Female,0,0,1,NA,2,1,4,0
New York,1957,Male,0,0,1,0,3,2,2,0
Colorado,1941,Male,0,1,1,1,1,1,2,1
Maryland,1971,Male,1,0,1,1,2,1,2,0
Not Asked,1949,Male,0,0,1,1,2,1,4,0
Montana,1956,Female,NA,1,1,0,2,1,3,NA
Not Asked,1940,Female,0,0,1,0,4,3,2,1
Not Asked,1966,Male,1,1,1,0,1,1,1,0
Florida,1988,Male,0,0,1,0,3,2,3,1
Washington,1953,Male,1,1,0,NA,1,1,1,1
Michigan,1977,Female,1,1,NA,1,2,1,NA,0
New Jersey,1954,Female,0,NA,1,0,4,3,4,0
Colorado,1963,Female,1,NA,1,0,2,3,2,1
Massachusetts,1963,Male,0,1,1,0,2,1,2,0
Illinois,1951,Male,0,NA,1,0,4,3,3,1
Connecticut,9998,Male,0,0,1,0,4,2,2,1
California,1930,Female,0,0,1,0,4,2,2,0
Missouri,1940,Female,0,1,1,0,2,2,2,0
Skipped,1953,Female,0,0,NA,0,3,2,3,NA
Illinois,1940,Male,0,0,1,0,3,2,1,1
Illinois,1973,Female,1,1,1,NA,2,1,3,0
Not Asked,1986,Female,1,1,1,1,1,1,2,1
Minnesota,1959,Female,1,1,1,NA,1,1,2,0
New Jersey,1935,Male,0,0,1,0,3,2,2,1
Washington,1950,Male,NA,1,1,1,1,1,2,1
New York,1937,Male,1,1,0,1,1,1,2,0
New York,1951,Male,0,1,1,1,5,1,1,0
Washington,1971,Female,0,0,1,0,4,1,2,0
Kentucky,1963,Male,1,1,NA,1,1,1,1,1
Michigan,1952,Male,0,0,0,0,2,2,4,1
Colorado,1968,Male,NA,0,1,0,2,2,4,1
Connecticut,1968,Male,0,0,1,0,4,2,1,0
Kentucky,1949,Male,NA,0,0,0,4,2,4,0
New Jersey,1968,Male,0,0,1,0,4,2,4,1
California,1943,Male,1,NA,1,NA,1,3,2,1
Georgia,1959,Female,0,NA,1,0,2,2,1,0
Pennsylvania,1949,Male,1,0,1,0,3,3,2,1
Pennsylvania,1966,Male,0,0,NA,0,4,2,2,0
West Virginia,1948,Female,1,1,1,1,2,1,2,1
Virginia,1952,Male,0,NA,1,0,3,1,2,1
Washington,1965,Female,NA,NA,1,0,5,1,NA,1
Oregon,1950,Female,0,1,1,0,3,3,3,0
New Jersey,1960,Female,0,0,1,0,3,1,4,1
California,1971,Female,0,0,1,1,1,1,2,0
Georgia,1974,Male,0,0,1,0,4,1,2,1
Montana,1946,Male,NA,NA,1,0,3,2,4,1
New York,1960,Female,0,0,0,0,3,2,3,1
Washington,1953,Female,1,0,1,0,5,2,2,NA
Texas,1975,Male,1,1,0,1,1,1,1,0
Minnesota,1930,Female,1,1,0,1,2,1,3,0
Pennsylvania,1934,Male,0,0,0,0,4,2,1,1
Ohio,1947,Female,0,0,NA,0,3,2,4,0
New York,1986,Female,1,1,NA,1,1,1,2,0
Indiana,1966,Female,1,0,1,0,4,1,4,0
Illinois,1977,Male,1,1,1,1,2,1,2,NA
Kentucky,1966,Female,1,1,1,1,2,1,1,0
Not Asked,1967,Male,0,0,1,0,4,2,3,1
New York,1962,Female,1,1,1,0,1,3,2,0
Texas,1951,Male,0,0,1,0,4,2,4,NA
Kansas,1952,Male,1,1,1,NA,2,1,3,0
New Jersey,1947,Female,0,0,1,0,2,1,2,NA
Texas,1972,Male,1,1,0,1,1,1,2,1
South Carolina,1987,Female,NA,NA,1,NA,2,1,2,1
Idaho,1952,Male,1,1,0,1,1,1,1,0
California,1964,Male,0,0,1,0,4,2,4,1
Virginia,1963,Female,1,1,0,1,1,1,1,0
South Dakota,1943,Male,1,1,NA,NA,1,1,2,0
Wisconsin,1956,Male,0,0,0,0,3,2,2,1
Massachusetts,1963,Female,1,1,0,1,1,1,1,0
New York,1969,Male,1,NA,0,NA,2,3,2,0
Florida,1982,Male,1,1,0,1,1,2,1,0
Vermont,1954,Male,1,1,0,1,1,1,1,1
Alabama,1935,Female,0,0,1,0,3,2,2,1
Pennsylvania,1955,Female,0,0,1,0,2,1,1,1
California,1972,Male,1,0,0,0,3,2,3,0
Not Asked,1968,Male,NA,NA,1,0,3,3,2,1
Ohio,1960,Female,0,0,1,0,3,2,3,1
California,1964,Male,0,0,1,0,3,2,1,1
Ohio,1973,Male,1,1,0,1,1,1,1,0
California,1961,Male,0,0,1,0,4,2,4,1
Not Asked,1949,Male,0,0,1,0,2,2,4,1
Kansas,1954,Female,1,1,1,0,1,3,1,0
Texas,1944,Male,1,1,0,1,1,1,1,1
Texas,1952,Male,1,0,1,1,2,1,2,1
Hawaii,1957,Male,1,0,1,0,3,2,4,1
Ohio,1947,Male,1,1,0,NA,2,1,2,1
Nebraska,1957,Female,1,0,1,1,1,1,1,0
Rhode Island,1961,Female,0,0,1,0,3,2,3,0
New York,1984,Male,0,1,0,1,1,1,2,NA
Washington,1968,Male,0,0,1,0,2,2,2,1
Minnesota,1966,Male,0,0,1,0,4,2,4,1
Minnesota,1965,Male,1,1,0,1,1,1,1,0
Florida,1946,Male,NA,0,1,NA,2,1,2,0
Pennsylvania,1942,Male,1,0,1,1,1,2,1,1
Illinois,1958,Female,1,1,1,1,1,1,1,1
Georgia,1946,Male,0,1,1,0,3,2,NA,0
Texas,1961,Male,0,NA,0,0,4,2,1,NA
Michigan,1971,Male,NA,0,1,0,4,2,1,0
California,1958,Male,1,NA,1,NA,1,2,2,1
California,1968,Male,0,0,1,0,2,2,1,0
North Carolina,1969,Female,1,1,1,1,1,1,1,NA
Maine,1959,Male,NA,1,1,0,2,2,1,1
Pennsylvania,1966,Female,NA,1,NA,1,1,1,1,0
California,1984,Female,0,0,1,0,5,1,NA,0
Oklahoma,1959,Female,0,0,NA,1,5,1,1,0
Montana,1972,Female,1,1,1,0,3,2,3,1
New York,1960,Female,0,1,1,1,2,2,2,0
Wisconsin,1960,Male,1,0,1,1,4,1,2,0
Massachusetts,1936,Male,0,1,1,0,3,2,4,1
Illinois,1947,Female,0,0,NA,1,1,1,2,1
Not Asked,1955,Female,0,0,1,1,1,1,1,0
Utah,1962,Male,1,0,1,0,2,1,2,1
Texas,1947,Male,0,0,1,0,4,2,1,NA
Minnesota,1953,Male,1,0,0,0,3,1,2,1
Ohio,1963,Male,0,0,1,0,4,2,4,1
New York,1957,Female,1,1,1,1,1,1,3,0
New York,1945,Female,1,1,0,1,1,1,2,0
New York,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wisconsin,1982,Female,NA,1,NA,NA,3,3,1,0
New York,1956,Female,1,0,0,1,1,1,2,0
Connecticut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Mexico,1955,Female,1,0,1,0,3,2,4,0
Minnesota,1938,Male,0,0,1,0,4,2,4,NA
Not Asked,1967,Female,1,1,1,0,1,3,3,NA
California,1954,Male,0,1,1,0,3,2,3,0
Illinois,1962,Female,0,0,1,0,1,1,4,1
Minnesota,1939,Male,1,1,1,NA,1,1,3,0
California,1939,Male,1,NA,1,1,1,1,2,1
California,1938,Female,0,0,1,0,4,1,3,NA
New York,1957,Male,0,0,NA,0,2,2,4,0
Kentucky,1943,Male,NA,0,1,0,3,3,4,NA
California,1959,Female,1,1,0,1,1,1,1,0
Tennessee,1954,Male,1,1,1,1,1,1,2,1
New York,1988,Female,0,1,1,0,3,1,1,1
Michigan,1952,Male,1,1,0,1,1,1,1,0
Florida,1941,Female,0,NA,1,0,3,2,2,1
North Carolina,1932,Female,1,1,0,1,1,1,2,0
Nevada,1987,Male,1,1,0,1,1,1,1,0
Pennsylvania,1953,Female,1,1,0,1,1,1,2,0
Missouri,1950,Male,1,0,1,1,1,1,2,1
New Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,1978,Male,0,0,1,0,3,2,4,1
Maine,1954,Male,1,1,0,0,1,1,2,0
New York,1982,Male,1,1,NA,1,1,1,2,0
Texas,1951,Female,1,0,1,1,1,3,2,0
Oklahoma,1964,Male,1,0,1,0,2,1,1,1
Illinois,1957,Male,1,1,1,1,1,2,2,0
New York,1944,Female,1,1,0,1,1,1,2,0
New Jersey,1969,Male,0,1,1,1,1,1,1,NA
New York,1973,Male,1,1,1,NA,1,1,1,0
New York,1950,Male,1,1,1,1,1,1,1,1
California,1962,Female,NA,0,1,NA,4,2,2,0
New Jersey,1943,Male,0,NA,NA,0,2,2,2,0
Michigan,1967,Female,NA,0,1,NA,4,2,4,1
Massachusetts,1964,Male,0,0,1,0,4,2,4,NA
Pennsylvania,1966,Female,1,NA,1,0,3,2,4,1
California,1962,Male,0,0,1,0,1,2,1,1
Ohio,1941,Male,0,0,1,0,4,2,4,1
Idaho,1944,Female,1,1,1,1,1,1,4,0
Tennessee,1949,Female,NA,0,1,NA,5,1,2,1
Alabama,1988,Female,0,0,NA,1,5,1,3,0
Wisconsin,1961,Male,NA,0,1,0,4,2,2,NA
California,1950,Female,NA,1,1,NA,1,1,1,1
South Dakota,1958,Male,1,1,0,1,1,1,1,0
California,1948,Male,1,0,1,0,4,2,4,0
Kansas,1975,Male,0,1,1,0,1,1,1,0
Arkansas,1966,Male,0,1,NA,0,3,2,2,1
Texas,1958,Male,NA,0,1,0,3,2,2,0
Not Asked,1940,Male,1,NA,1,1,1,2,NA,0
Iowa,1980,Male,1,1,0,1,1,1,1,1
California,1977,Female,0,0,1,0,2,2,2,1
Ohio,1960,Female,NA,NA,1,0,4,2,4,1
New Jersey,1964,Male,NA,0,1,1,2,3,NA,0
Ohio,1980,Male,1,1,0,1,1,1,1,0
North Dakota,1959,Male,NA,1,1,0,2,3,3,NA
New York,1946,Male,0,0,1,0,1,2,2,1
New York,1946,Male,1,1,1,1,1,1,2,1
Virginia,1953,Female,0,1,1,1,3,2,1,0
Illinois,1949,Female,1,1,0,1,1,1,1,1
Maryland,1967,Male,1,0,0,1,1,1,2,0
California,1963,Male,0,0,1,0,4,2,3,0
Washington,1989,Female,1,1,1,1,1,1,1,1
Indiana,1981,Female,1,1,0,1,1,1,2,0
Colorado,1972,Male,NA,0,1,0,1,1,1,0
Florida,1963,Male,1,1,NA,1,1,1,1,1
Pennsylvania,1966,Male,0,0,1,0,4,2,4,1
Massachusetts,1945,Male,1,1,0,1,1,1,1,0
Oklahoma,1960,Male,1,1,1,0,2,2,3,NA
Texas,1970,Male,0,0,0,0,2,2,2,0
Washington,1949,Male,0,0,1,0,2,2,3,1
California,1954,Female,0,NA,1,1,1,2,2,0
Pennsylvania,1954,Female,1,1,NA,1,1,1,1,1
Massachusetts,1943,Female,1,1,1,0,2,1,4,0
Indiana,1961,Male,0,1,1,0,5,2,3,NA
New York,1958,Male,1,NA,NA,1,5,1,2,0
Illinois,1952,Male,NA,0,NA,1,2,2,1,0
California,1966,Female,0,0,NA,0,4,2,2,0
Wisconsin,1960,Male,1,1,0,1,1,1,1,0
Illinois,1949,Female,0,0,1,0,4,1,1,0
New York,1938,Male,0,0,1,0,1,1,4,1
Missouri,1985,Female,1,1,0,NA,1,1,1,0
Ohio,1952,Female,1,0,1,0,1,1,1,0
New York,1951,Male,0,1,1,0,3,2,3,0
Michigan,1956,Male,NA,1,1,0,2,2,4,1
Michigan,1944,Female,0,0,0,0,5,2,4,0
Georgia,1954,Male,1,1,0,1,1,1,1,1
New York,1962,Female,1,0,1,1,2,1,4,0
Florida,1953,Female,1,0,1,0,5,3,2,0
Illinois,1970,Female,0,1,1,1,1,1,1,NA
Illinois,1957,Male,1,1,0,0,5,2,2,0
Wisconsin,1948,Female,1,1,NA,1,1,1,2,0
Utah,1984,Male,1,0,1,0,4,2,4,1
Texas,1951,Female,1,1,1,1,1,1,1,1
Washington,1960,Female,1,1,0,NA,1,1,1,0
Pennsylvania,1972,Male,0,1,1,0,4,2,3,1
Illinois,1946,Male,0,0,1,0,4,2,2,0
Pennsylvania,1957,Male,0,0,1,0,3,3,1,1
Kansas,1983,Male,1,1,0,1,1,1,1,1
Illinois,9998,Skipped,1,0,1,NA,1,1,1,0
Ohio,1942,Female,1,1,NA,1,1,1,2,0
New York,1960,Male,NA,NA,NA,NA,5,1,NA,0
Kentucky,1988,Male,1,1,1,1,1,1,1,1
Connecticut,1973,Female,0,1,1,0,1,1,1,1
Oregon,1953,Female,1,1,0,1,1,1,2,1
California,1941,Female,1,1,0,1,1,1,2,0
Tennessee,1979,Female,1,1,0,1,1,1,2,0
Pennsylvania,1950,Female,1,0,0,1,1,1,2,1
New Jersey,1951,Male,NA,1,NA,0,2,2,4,1
New York,1939,Female,1,1,1,1,1,1,4,0
Montana,1960,Male,1,0,1,1,2,1,2,0
Illinois,1966,Female,1,0,1,1,4,2,1,0
Ohio,1942,Male,0,0,1,0,4,2,2,1
New York,1958,Male,0,0,1,0,1,1,2,1
Virginia,1964,Female,0,1,1,0,3,1,2,1
Arizona,1971,Male,0,0,1,0,4,2,2,0
Michigan,1956,Male,0,0,1,0,4,2,4,NA
Missouri,1950,Female,1,1,0,1,1,1,2,0
Florida,1961,Female,1,1,NA,0,1,3,NA,1
West Virginia,1964,Male,0,0,1,NA,5,1,NA,1
Texas,1965,Female,0,0,1,1,1,1,3,0
Wisconsin,1960,Male,NA,0,1,0,4,2,1,0
Massachusetts,1950,Female,1,0,0,1,1,2,1,0
Missouri,1957,Male,1,1,0,1,1,1,1,1
California,1941,Male,0,0,NA,0,2,2,2,NA
Idaho,1970,Male,0,0,1,0,2,2,1,0
Michigan,1945,Female,0,1,1,1,3,1,2,0
Illinois,1952,Female,NA,1,1,0,3,3,3,0
Georgia,9999,Not Asked,0,0,1,0,3,2,2,1
California,1953,Female,0,0,1,0,3,2,4,0
Pennsylvania,1957,Female,0,1,1,0,4,2,4,1
California,1954,Female,1,NA,1,0,1,1,2,0
Illinois,1959,Female,NA,1,NA,1,2,2,2,NA
California,1964,Male,0,0,1,0,4,2,3,1
Wisconsin,1967,Female,1,1,0,1,1,1,1,1
California,1934,Female,1,1,0,1,1,1,1,1
California,1952,Male,1,1,0,1,1,1,4,0
Arkansas,1976,Female,NA,0,1,NA,4,3,2,1
Oregon,1966,Female,0,1,0,0,4,2,1,1
California,1956,Female,0,0,1,0,2,1,2,0
Indiana,1962,Female,1,1,0,1,1,1,1,1
New Hampshire,1966,Female,0,1,1,0,4,1,2,1
Virginia,1950,Male,0,0,1,0,1,2,4,NA
Ohio,1956,Male,0,0,1,NA,3,3,1,0
New Mexico,1970,Male,1,1,1,NA,1,1,2,1
Maryland,1957,Male,0,1,NA,1,1,1,1,1
Alaska,1963,Female,1,1,0,1,1,1,1,1
Texas,1964,Female,0,1,1,0,4,3,2,1
Virginia,1960,Female,0,0,1,1,2,1,2,0
New York,1938,Female,1,1,0,1,1,1,1,0
Pennsylvania,1940,Male,NA,0,1,0,5,3,3,1
Arkansas,1958,Male,0,0,1,0,4,3,4,1
Colorado,1975,Male,1,1,1,1,1,1,2,0
New York,1960,Female,1,1,NA,1,5,1,4,0
New York,1953,Male,1,1,1,1,1,1,3,0
Wisconsin,1963,Female,1,1,0,0,2,2,2,0
Texas,1950,Female,0,0,NA,1,2,1,3,1
Massachusetts,1957,Female,1,0,0,1,1,1,1,0
Arkansas,1985,Male,1,1,0,0,3,2,2,1
Mississippi,1932,Female,1,0,1,0,4,3,2,NA
North Dakota,1962,Male,0,1,1,0,4,2,4,1
Illinois,1969,Male,0,1,0,0,5,1,2,1
Florida,1958,Male,0,1,1,0,5,2,4,1
Florida,1953,Female,0,NA,1,0,4,2,4,NA
Massachusetts,1938,Male,0,1,1,0,3,2,3,0
Iowa,1976,Male,0,0,1,0,5,2,3,1
Indiana,1947,Male,0,1,0,1,1,1,2,0
New Jersey,1958,Male,1,1,1,1,1,1,1,0
Texas,1946,Male,0,0,0,0,5,2,4,1
Massachusetts,1979,Female,NA,1,1,1,2,1,NA,0
Not Asked,1939,Male,0,0,0,1,1,1,2,0
Georgia,1962,Male,1,0,1,0,4,2,1,1
Michigan,1956,Female,NA,1,1,0,2,1,2,1
Iowa,1959,Female,0,0,NA,NA,2,3,2,0
