birth_year,sex,race,party_id,educ_2017,ft_black_2017,ft_white_2017,ft_hisp_2017,ft_asian_2017,ft_muslim_2017,ft_jew_2017,ft_christ_2017,ft_fem_2017,ft_immig_2017,ft_gays_2017,ft_unions_2017,ft_police_2017,ft_altright_2017,ft_evang_2017,ft_dem_2017,ft_rep_2017
1954,Female,White,Independent,4-year,75,99,89,51,50,89,79,10,51,50,10,98,80,40,1,51
1959,Female,White,Democrat,4-year,100,100,100,100,99,98,100,100,100,100,100,96,1,1,99,1
1940,Female,White,Democrat,4-year,86,82,89,85,83,87,88,78,73,84,55,54,1,24,98,1
1955,Female,White,Democrat,Some college,45,84,69,88,41,88,38,5,31,55,9,97,10,44,0,50
1967,Male,White,Independent,Post-grad,69,84,78,85,67,95,64,69,71,100,61,57,6,5,59,31
1956,Female,Asian,Republican,4-year,75,75,75,75,45,75,80,40,60,25,56,80,45,80,1,80
1942,Female,White,Independent,Some college,70,66,71,61,76,66,50,90,65,50,80,66,5,11,75,22
1947,Male,White,Democrat,2-year,39,81,28,31,9,50,50,30,28,NA,69,68,3,50,9,50
1980,Male,White,Democrat,4-year,100,36,100,100,100,80,50,100,100,100,100,53,2,23,91,17
1965,Male,White,Independent,2-year,70,85,81,70,70,50,59,60,90,90,80,62,0,1,60,6
1962,Female,White,Independent,4-year,50,50,50,51,51,50,51,50,80,80,0,49,0,10,50,0
1960,Male,White,Independent,Post-grad,91,99,56,99,26,100,100,19,91,50,7,90,6,77,3,53
1953,Female,Black,Democrat,4-year,100,100,100,98,100,99,100,99,99,100,51,100,52,100,100,89
1955,Male,White,Independent,High school graduate,50,50,50,50,50,50,50,50,50,50,66,81,1,25,71,1
1960,Male,White,Republican,4-year,0,25,10,53,0,86,20,0,0,50,0,45,89,1,1,10
1968,Male,Hispanic,Democrat,Post-grad,90,99,100,99,80,99,80,99,NA,99,80,50,NA,5,100,10
1956,Male,White,Republican,Some college,66,80,60,80,56,90,75,50,60,70,31,95,50,70,41,56
1935,Male,White,Republican,4-year,80,90,81,79,50,67,99,50,71,26,27,91,NA,76,60,95
1953,Female,White,Independent,Some college,51,50,52,51,51,45,46,50,51,51,80,41,6,11,80,11
1960,Female,White,Republican,4-year,70,100,80,100,26,100,80,50,50,50,50,100,NA,80,0,81
1951,Male,White,Republican,High school graduate,93,93,88,NA,29,85,97,13,69,19,10,100,NA,99,10,90
1960,Male,White,Other,4-year,91,86,85,83,79,80,81,66,81,88,63,80,61,77,52,68
1953,Female,White,Democrat,4-year,90,50,100,100,60,90,31,100,90,100,100,26,0,0,65,0
1977,Female,White,Democrat,Post-grad,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,81,NA,1,38,NA,1
1946,Male,White,Independent,4-year,50,80,81,81,41,70,51,31,81,50,11,80,6,11,21,41
1964,Male,White,Democrat,Post-grad,77,96,76,89,75,75,75,69,70,86,80,27,2,8,81,33
1957,Female,White,Independent,Post-grad,99,100,100,100,90,81,80,100,81,100,80,100,3,2,80,30
1966,Female,White,Democrat,Some college,99,50,100,89,50,75,42,80,60,100,41,75,NA,25,70,30
1943,Male,White,Republican,4-year,71,100,80,95,30,100,100,20,70,51,51,90,80,97,31,79
1960,Male,White,Independent,High school graduate,75,88,50,67,NA,54,87,0,16,4,10,94,88,83,10,50
1966,Female,White,Democrat,4-year,83,37,83,80,69,59,31,100,86,100,100,52,0,0,80,0
1955,Male,White,Republican,2-year,64,81,61,81,0,81,97,20,73,41,40,98,32,75,17,80
1961,Female,Mixed,Democrat,2-year,92,78,66,69,84,88,NA,76,NA,81,81,20,1,1,91,2
1935,Female,White,Independent,Some college,80,89,90,90,88,88,68,89,90,88,93,80,NA,42,100,30
1933,Female,White,Democrat,4-year,66,87,81,75,72,79,59,79,83,73,71,73,5,30,68,47
1952,Male,White,Democrat,4-year,50,50,50,50,50,50,50,50,50,50,40,80,1,50,80,40
1965,Male,White,Republican,4-year,52,77,48,67,24,81,79,4,76,31,3,98,10,87,0,80
1962,Male,White,Independent,4-year,51,51,94,85,NA,46,NA,68,50,94,90,88,NA,NA,51,NA
1952,Male,Other,Independent,2-year,97,94,91,98,97,50,80,91,97,96,100,40,3,6,80,2
1949,Female,Black,Democrat,Some college,97,96,90,90,80,86,70,96,90,95,85,85,NA,0,98,NA
1974,Male,White,Democrat,4-year,53,38,50,51,51,53,11,62,48,53,51,6,6,9,72,12
1974,Female,White,Independent,Post-grad,50,50,50,NA,50,50,51,59,100,50,55,79,0,21,27,6
1967,Female,White,Democrat,Post-grad,100,51,100,99,97,94,50,100,100,100,75,51,0,1,96,0
1983,Male,White,Democrat,4-year,50,50,50,50,50,50,45,59,59,52,75,70,5,10,56,26
1952,Male,White,Independent,High school graduate,40,50,16,50,19,NA,40,20,40,NA,21,50,NA,41,54,1
1939,Male,Hispanic,Republican,Post-grad,89,95,72,77,25,98,100,87,66,52,48,100,50,69,27,80
1968,Male,White,Democrat,4-year,86,81,84,87,85,90,51,91,86,91,75,55,1,3,62,40
1975,Male,White,Other,Post-grad,NA,NA,NA,NA,NA,NA,2,100,100,100,67,17,0,0,7,0
1973,Male,White,Independent,4-year,59,76,73,77,42,51,20,61,61,70,61,51,NA,NA,76,NA
1969,Female,Black,Democrat,High school graduate,50,55,40,34,43,55,55,44,59,53,40,50,0,11,49,4
1936,Male,White,Democrat,Some college,90,50,90,90,80,90,5,90,90,98,90,85,0,1,85,0
1952,Male,White,Democrat,High school graduate,75,90,75,89,88,89,20,75,76,90,99,50,0,5,94,1
1933,Female,White,Democrat,2-year,85,84,79,85,70,88,21,70,82,88,70,80,3,11,81,10
1962,Male,White,Other,2-year,50,50,50,50,50,50,50,NA,50,50,NA,90,50,50,NA,50
1963,Male,White,Republican,2-year,10,98,31,79,0,78,89,0,10,81,0,100,95,50,0,54
1933,Male,White,Republican,Some college,33,65,56,45,74,25,76,75,26,46,15,95,5,34,5,77
1955,Male,White,Independent,2-year,3,81,34,52,0,25,81,2,7,0,4,62,1,48,10,48
1967,Male,White,Independent,High school graduate,56,65,50,67,31,69,67,2,50,47,14,100,51,60,28,25
1977,Female,White,Republican,Post-grad,100,100,100,100,81,100,100,100,100,100,100,72,50,51,65,60
1958,Female,Other,Independent,Some college,75,75,75,75,75,75,0,75,80,90,98,25,0,0,68,0
1982,Female,White,Republican,Post-grad,66,92,57,93,36,88,90,49,21,100,27,43,3,3,47,9
1939,Female,White,Republican,High school graduate,63,99,6,8,2,43,100,NA,NA,3,59,100,63,31,59,100
1962,Male,Hispanic,Democrat,4-year,96,51,96,100,82,96,7,51,96,100,81,81,6,6,100,2
1967,Female,White,Democrat,Post-grad,100,100,100,100,81,100,3,100,100,100,90,4,0,0,88,0
1957,Female,White,Independent,Some college,100,95,NA,98,81,93,50,99,98,99,99,51,5,5,98,1
1965,Male,Hispanic,Democrat,Some college,88,88,94,88,85,98,92,72,87,99,79,87,1,22,77,28
1975,Female,Asian,Independent,Some college,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,Male,White,Democrat,Some college,81,48,90,75,86,91,11,90,84,91,97,75,2,1,75,2
1961,Female,White,Other,Post-grad,91,50,91,50,2,95,100,1,60,41,20,99,50,96,0,25
1955,Female,White,Democrat,2-year,89,50,70,70,75,89,76,100,91,84,70,75,NA,51,91,50
1949,Male,Native American,Independent,4-year,81,90,81,81,0,79,90,11,81,51,11,100,90,70,1,30
1982,Male,White,Other,4-year,100,100,100,100,91,100,31,100,91,99,90,80,3,11,72,31
1946,Female,White,Independent,4-year,90,90,91,90,4,90,90,0,0,51,0,95,51,89,0,1
1947,Male,White,Independent,4-year,51,77,46,90,10,88,89,53,88,49,45,72,39,88,11,78
1980,Male,White,Independent,Post-grad,99,37,99,91,97,88,4,99,97,98,94,2,0,4,64,4
1966,Male,White,Independent,Some college,59,81,79,86,2,79,76,4,26,27,30,63,22,73,2,47
1966,Male,White,Democrat,High school graduate,50,50,50,50,50,50,6,80,55,80,100,50,2,2,65,2
1965,Female,White,Independent,Some college,80,100,80,80,50,97,50,27,50,100,1,100,25,25,5,50
1962,Male,White,Independent,4-year,61,61,76,90,12,40,13,85,75,60,67,41,4,10,41,6
1955,Male,White,Republican,4-year,71,70,75,71,29,100,100,69,45,21,50,100,69,95,65,67
1969,Male,White,Independent,4-year,75,65,86,96,61,95,75,70,66,96,75,60,0,21,75,16
1946,Male,Black,Other,4-year,100,65,94,94,94,89,56,66,83,91,91,56,0,3,79,18
1956,Male,White,Democrat,4-year,72,NA,NA,30,NA,NA,NA,45,72,81,65,84,NA,4,51,NA
1930,Female,White,Democrat,2-year,82,90,78,90,79,81,48,95,79,91,93,68,19,34,96,27
1975,Female,White,Democrat,4-year,100,50,100,100,100,100,11,100,100,100,100,80,1,1,100,11
1957,Male,White,Independent,Post-grad,79,79,50,60,39,30,60,70,27,79,91,26,2,6,70,5
1962,Female,Mixed,Democrat,2-year,99,99,99,100,95,99,50,95,99,99,100,70,NA,NA,99,NA
1952,Male,White,Republican,High school graduate,77,76,77,77,77,77,76,31,78,50,41,99,51,50,22,60
1982,Male,White,Independent,High school graduate,70,70,70,70,65,53,53,66,70,71,73,25,5,41,6,5
1961,Male,Native American,Democrat,4-year,56,30,78,69,50,68,32,90,73,89,81,28,0,9,69,32
1960,Male,White,Democrat,4-year,53,53,54,97,53,53,22,98,53,93,87,63,1,1,52,31
1969,Male,White,Republican,Post-grad,15,75,75,100,15,50,100,0,50,25,0,100,25,60,15,75
1948,Male,Hispanic,Democrat,Post-grad,59,39,88,61,40,36,47,27,79,47,75,45,1,NA,75,13
1954,Female,Mixed,Other,Post-grad,72,51,76,72,72,48,51,85,72,72,72,45,11,41,59,30
1955,Female,White,Democrat,Post-grad,79,79,79,79,53,79,1,90,79,79,90,59,1,1,84,1
1956,Male,White,Democrat,Some college,80,47,83,63,69,85,NA,91,72,100,81,NA,NA,NA,83,NA
1938,Male,White,Democrat,Post-grad,50,64,78,85,79,80,70,80,70,80,85,74,10,40,89,36
1950,Male,White,Independent,Some college,93,91,97,99,51,93,88,30,49,69,49,99,30,88,17,51
1963,Male,White,Democrat,Post-grad,100,100,100,100,78,100,1,100,90,100,50,60,1,1,41,5
1970,Male,White,Democrat,Post-grad,80,80,60,70,35,50,75,35,30,90,100,55,25,25,90,3
1938,Female,White,Democrat,Some college,81,50,92,71,50,30,50,94,88,60,90,55,3,6,96,12
1933,Male,White,Independent,High school graduate,67,88,60,61,22,90,99,5,21,53,63,90,92,95,6,32
1951,Male,White,Democrat,2-year,61,77,34,54,46,87,80,19,13,3,89,100,26,76,0,76
1964,Male,White,Independent,Some college,70,50,90,90,51,80,96,11,71,25,3,80,50,79,3,20
1940,Female,White,Independent,High school graduate,69,72,76,50,63,84,97,73,63,99,75,81,49,2,78,0
1967,Female,Mixed,Republican,Post-grad,50,50,50,56,50,100,100,11,40,11,20,91,0,100,10,70
1978,Female,White,Independent,4-year,100,100,80,90,5,100,100,1,25,50,60,100,50,65,5,70
1953,Male,Hispanic,Republican,2-year,100,100,100,100,100,100,90,100,100,100,100,26,1,1,82,3
1941,Female,Other,Democrat,Some college,100,93,100,100,100,100,11,100,99,100,91,46,0,2,95,2
1945,Female,White,Independent,High school graduate,98,79,88,82,86,99,14,39,76,100,84,50,7,20,72,5
1946,Female,Black,Democrat,2-year,100,96,99,100,100,94,81,98,95,100,97,70,0,50,99,60
1948,Female,White,Independent,2-year,76,78,78,86,63,91,93,79,70,60,49,88,2,41,68,3
1972,Female,White,Democrat,Post-grad,100,100,100,100,66,100,50,100,100,100,90,59,NA,25,77,1
1946,Female,White,Democrat,Post-grad,98,100,97,100,95,100,20,99,95,95,100,100,NA,NA,96,NA
1944,Female,White,Independent,High school graduate,20,80,51,50,1,50,50,2,50,51,20,91,2,31,0,40
1964,Female,White,Democrat,4-year,94,80,94,93,94,94,40,91,93,95,40,94,2,0,95,2
1952,Male,White,Democrat,Some college,2,90,66,5,1,53,44,59,48,4,54,89,0,4,31,0
1938,Female,White,Republican,Post-grad,98,99,100,98,3,74,100,7,20,26,19,100,NA,100,2,49
1956,Male,Native American,Independent,Post-grad,85,86,100,100,39,97,97,45,99,52,32,85,70,100,22,77
1943,Male,Other,Republican,Post-grad,70,99,50,50,1,100,99,2,51,40,12,97,99,99,2,70
1953,Female,White,Republican,2-year,97,94,80,93,60,98,96,9,50,50,65,96,53,94,0,80
1958,Male,Native American,Republican,Post-grad,90,91,90,95,31,85,95,12,85,70,50,96,90,85,NA,90
1968,Female,White,Democrat,High school graduate,100,100,100,60,90,100,55,90,75,100,80,100,50,50,90,75
1970,Male,White,Democrat,Post-grad,50,50,51,51,50,50,50,46,62,50,55,50,3,31,47,10
1960,Male,White,Democrat,4-year,45,50,50,51,30,50,69,56,46,50,95,51,0,46,80,10
1958,Male,White,Republican,High school graduate,51,95,20,47,3,50,44,1,30,0,0,50,15,25,1,70
1954,Female,Black,Democrat,4-year,100,26,91,100,80,62,88,89,46,76,50,46,2,35,89,5
1966,Male,Mixed,Independent,2-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1951,Male,White,Other,2-year,50,50,50,50,40,50,50,30,30,40,11,90,80,50,7,80
1958,Female,White,Democrat,4-year,51,50,50,51,50,50,NA,50,31,50,50,98,11,1,81,1
1951,Male,Other,Independent,4-year,47,66,66,65,25,61,75,3,55,22,47,75,50,61,1,54
1949,Male,White,Independent,4-year,76,80,39,80,1,76,86,45,50,49,4,90,6,80,10,75
1968,Male,White,Independent,Post-grad,51,50,50,51,50,51,50,41,51,51,3,80,47,50,50,51
1971,Male,White,Republican,Post-grad,89,81,91,96,11,82,94,12,50,30,50,80,71,89,1,50
1952,Female,White,Democrat,Post-grad,99,51,100,100,82,100,61,100,91,95,75,61,NA,NA,100,NA
1958,Female,White,Other,2-year,100,100,99,99,100,99,28,99,98,99,99,100,1,10,77,0
1961,Male,White,Independent,4-year,69,NA,67,88,36,66,92,10,56,NA,14,93,8,80,11,68
1959,Female,White,Democrat,2-year,87,82,93,86,82,88,3,51,89,85,90,84,NA,6,49,4
1988,Female,Mixed,Democrat,Post-grad,75,29,76,74,62,78,44,84,94,75,73,45,2,29,81,4
1963,Male,White,Republican,4-year,95,100,98,95,31,100,100,1,89,1,6,100,95,100,1,94
1962,Male,White,Independent,High school graduate,50,50,50,50,50,51,51,2,50,2,1,80,51,50,2,51
1956,Male,White,Independent,Post-grad,80,50,80,90,70,80,80,21,60,40,36,90,51,80,10,60
1950,Male,White,Independent,Some college,69,79,89,79,60,60,59,6,60,19,46,96,3,0,11,1
1988,Female,White,Independent,4-year,50,50,50,50,40,46,46,60,50,66,56,65,0,41,11,0
1957,Male,White,Democrat,High school graduate,100,NA,100,100,100,100,61,91,100,100,91,91,NA,31,81,2
1963,Male,White,Independent,4-year,50,50,48,90,6,38,51,50,41,94,17,58,59,51,15,35
1941,Female,White,Independent,Some college,71,71,75,70,69,71,41,79,75,79,90,61,16,10,41,20
1949,Male,White,Democrat,4-year,97,99,99,99,98,98,98,98,98,99,100,99,49,98,50,49
1947,Female,White,Democrat,Post-grad,75,71,71,64,70,78,69,70,68,70,77,55,2,11,85,0
1935,Male,White,Republican,High school graduate,65,100,84,60,1,95,100,0,8,0,0,100,52,100,1,84
1950,Male,White,Independent,4-year,75,80,80,75,1,50,95,21,75,50,41,80,40,95,30,50
1961,Female,Mixed,Other,Some college,41,41,41,59,39,4,36,12,56,49,39,75,7,19,16,11
1969,Male,White,Other,4-year,94,100,90,94,10,89,100,NA,80,86,80,100,96,99,NA,48
1938,Male,White,Republican,Post-grad,69,80,69,69,50,70,71,50,70,50,31,71,11,50,40,61
1957,Male,White,Independent,2-year,50,90,75,80,26,75,75,6,75,50,26,75,21,50,11,50
1954,Male,White,Independent,Some college,11,60,11,20,1,51,81,10,1,51,6,20,70,61,1,70
1984,Female,Hispanic,Republican,Post-grad,50,50,75,50,50,50,4,74,76,74,60,50,50,0,50,NA
1961,Male,White,Republican,Post-grad,81,86,23,86,24,71,58,6,11,78,33,67,5,23,11,50
1934,Male,White,Republican,2-year,79,99,50,88,66,75,99,51,76,51,50,99,50,50,90,28
1986,Male,White,Democrat,Some college,100,100,100,100,50,50,50,100,100,100,100,25,0,10,75,0
1988,Male,White,Other,4-year,50,50,50,50,50,75,50,11,77,20,12,90,0,41,20,60
1964,Male,White,Democrat,4-year,100,99,99,100,100,100,53,100,100,100,78,99,6,11,76,23
1972,Male,White,Other,Post-grad,100,100,100,100,3,100,100,3,100,27,2,100,100,100,0,1
1960,Male,Other,Republican,Some college,82,91,80,96,0,92,100,0,0,22,0,91,21,89,0,25
1948,Male,Hispanic,Democrat,Some college,91,8,100,91,55,98,6,97,97,91,100,63,0,1,100,NA
1970,Female,Asian,Democrat,Post-grad,55,69,54,75,52,51,49,64,78,75,22,56,5,15,60,6
1967,Male,White,Republican,4-year,50,50,51,50,6,50,50,10,51,51,10,95,80,50,11,89
1985,Male,White,Republican,Post-grad,52,48,50,50,50,51,50,1,50,50,30,59,7,51,6,15
1959,Male,Mixed,Independent,Post-grad,50,50,50,50,50,50,90,25,50,50,25,95,50,50,25,50
1963,Female,White,Democrat,Some college,88,79,94,94,91,94,100,69,71,94,99,60,NA,50,90,NA
1934,Male,White,Democrat,4-year,74,83,78,75,74,77,49,83,83,89,97,78,9,24,85,5
1954,Male,White,Independent,4-year,1,100,21,81,0,99,100,0,0,1,1,91,100,100,0,50
1941,Male,White,Democrat,Some college,66,67,62,67,52,50,27,80,62,57,91,61,0,0,76,11
1963,Male,White,Republican,4-year,47,77,47,62,30,76,96,30,53,30,27,80,50,98,35,60
1961,Male,White,Republican,High school graduate,1,90,45,70,1,55,90,30,5,50,50,95,100,80,2,60
1941,Female,White,Independent,Some college,81,70,50,70,22,100,100,50,21,100,50,81,NA,52,51,52
1956,Male,White,Independent,4-year,100,99,99,98,3,99,98,50,50,50,4,99,50,98,4,98
1951,Male,White,Independent,2-year,NA,NA,NA,100,0,100,NA,2,51,51,2,NA,NA,NA,51,9
1928,Male,White,Independent,No HS,11,100,16,50,11,50,95,46,11,40,90,100,60,50,1,51
1985,Male,White,Democrat,Post-grad,75,25,75,75,75,60,25,90,75,75,97,25,0,3,60,0
1977,Male,White,Independent,4-year,75,75,75,75,30,75,75,16,50,50,50,95,50,75,30,40
1933,Male,White,Independent,4-year,53,80,82,92,80,100,31,80,93,100,21,98,0,4,72,32
1957,Male,White,Republican,Some college,53,51,79,86,20,95,96,50,69,31,8,99,45,84,9,59
1958,Male,White,Democrat,Post-grad,100,100,100,100,78,100,100,100,100,100,100,100,3,67,54,79
1968,Female,White,Democrat,4-year,78,92,77,64,56,NA,71,97,64,95,NA,95,1,53,96,7
1960,Female,White,Democrat,High school graduate,87,22,100,99,91,96,1,93,100,100,80,40,1,1,81,1
1978,Female,White,Democrat,2-year,50,27,50,50,51,50,33,100,78,50,91,26,0,20,75,1
1944,Female,White,Independent,Some college,45,97,41,24,3,53,70,23,31,7,17,91,5,61,3,28
1935,Female,White,Democrat,High school graduate,80,92,80,73,80,80,89,71,41,23,77,100,52,54,82,91
1959,Male,White,Democrat,4-year,72,66,72,67,42,68,51,51,66,69,89,45,19,27,60,19
1956,Female,White,Independent,Some college,90,70,60,80,60,100,40,100,80,100,100,80,1,6,80,6
1965,Female,White,Democrat,2-year,99,100,100,96,97,100,25,97,100,100,97,91,2,25,90,1
1959,Male,White,Democrat,4-year,99,72,99,93,95,100,69,97,99,100,99,93,0,5,79,6
1963,Male,White,Democrat,Some college,65,20,16,5,6,NA,4,25,11,31,16,7,NA,19,79,NA
1949,Female,Other,Independent,Post-grad,57,49,48,51,50,58,33,99,55,86,91,75,9,9,51,53
1966,Female,White,Independent,4-year,80,50,70,78,81,82,50,91,90,67,53,14,7,3,51,7
1956,Male,White,Republican,2-year,61,61,60,71,60,70,56,80,56,70,70,55,6,11,81,16
1968,Male,White,Republican,2-year,50,50,51,51,0,100,71,4,50,52,5,50,3,50,1,40
1965,Female,White,Democrat,4-year,75,99,22,95,7,11,25,47,97,100,68,83,59,10,73,88
1956,Male,White,Independent,Post-grad,90,92,72,90,90,87,69,86,84,100,99,61,0,NA,82,12
1938,Male,White,Republican,High school graduate,73,81,51,69,3,81,73,34,78,19,41,100,NA,100,5,80
1954,Male,Other,Republican,Post-grad,50,51,50,100,51,50,90,50,50,51,30,94,50,30,50,50
1950,Male,Hispanic,Independent,4-year,90,70,90,90,90,90,70,90,90,90,75,NA,0,NA,60,NA
1971,Male,White,Independent,2-year,41,86,60,50,30,51,6,60,52,80,70,11,2,3,81,1
1970,Male,White,Independent,4-year,40,96,41,90,20,40,50,1,50,40,66,70,50,50,25,5
1952,Female,White,Democrat,4-year,50,50,100,97,72,74,50,99,89,90,99,54,3,20,87,NA
1968,Female,White,Republican,High school graduate,76,77,50,78,49,79,77,2,78,50,50,94,1,83,3,76
1965,Male,White,Democrat,Post-grad,100,100,100,100,100,100,100,50,100,100,37,72,2,25,60,41
1958,Male,White,Democrat,4-year,84,70,77,97,94,33,51,88,99,93,98,50,3,13,94,4
1953,Male,White,Republican,4-year,26,100,50,75,3,100,90,3,50,3,51,96,2,75,2,79
1956,Female,White,Independent,Some college,99,80,90,90,95,100,55,99,99,100,99,56,1,30,99,30
1946,Male,White,Republican,2-year,27,100,24,45,1,6,43,6,8,1,2,81,1,22,4,53
1955,Male,Hispanic,Democrat,2-year,90,87,90,86,90,90,50,69,78,77,76,81,2,50,55,41
1946,Male,White,Independent,4-year,53,52,20,19,NA,10,10,NA,NA,NA,NA,48,21,NA,6,50
1953,Female,White,Independent,2-year,56,65,78,87,25,90,95,4,51,50,3,97,8,87,6,60
1952,Female,White,Independent,4-year,85,66,31,67,66,55,90,34,41,93,18,91,86,74,50,72
1970,Female,Hispanic,Democrat,Post-grad,51,51,51,52,81,51,0,88,92,82,91,0,0,0,95,0
1953,Male,White,Independent,High school graduate,80,91,80,80,0,81,100,1,41,0,30,100,NA,100,0,49
1928,Female,Black,Democrat,High school graduate,94,94,80,80,81,80,79,80,81,92,90,91,21,29,100,11
1938,Male,White,Democrat,No HS,79,81,50,100,10,9,86,51,49,81,100,100,0,90,100,6
1960,Male,White,Democrat,2-year,83,82,82,80,84,84,61,77,89,80,96,61,1,33,78,10
1979,Female,White,Democrat,Post-grad,52,45,49,52,51,100,39,80,50,53,52,20,2,30,75,5
1951,Female,White,Democrat,High school graduate,75,93,45,80,67,76,78,78,57,55,49,100,20,74,100,10
1937,Male,White,Republican,4-year,80,96,37,100,0,94,80,0,45,0,0,98,0,30,1,99
1961,Female,White,Democrat,Some college,50,50,51,75,25,95,51,50,30,50,31,60,1,50,80,11
1968,Male,Black,Democrat,4-year,50,50,79,72,8,NA,NA,51,50,53,48,3,NA,NA,28,NA
1979,Female,White,Independent,Post-grad,NA,61,NA,52,NA,91,91,NA,NA,41,31,79,92,81,NA,30
1961,Female,Black,Independent,Post-grad,80,79,53,50,55,52,53,80,29,NA,10,50,3,NA,63,6
1938,Male,White,Democrat,High school graduate,91,90,92,94,82,92,40,70,97,100,76,85,0,21,75,11
1947,Female,White,Democrat,Post-grad,92,91,94,100,89,91,91,100,88,100,93,71,NA,46,94,25
1976,Female,White,Democrat,4-year,100,94,100,98,100,100,13,100,100,100,100,74,NA,5,100,37
1962,Female,White,Democrat,Post-grad,68,77,62,66,64,72,48,90,68,66,51,77,0,11,71,36
1964,Male,White,Other,High school graduate,90,100,90,95,1,96,100,10,30,1,1,90,NA,95,1,50
1970,Male,White,Democrat,4-year,50,50,50,50,50,50,50,91,50,75,75,55,1,20,51,21
1953,Male,White,Independent,2-year,50,51,50,30,25,50,22,45,50,75,50,25,1,1,46,1
1959,Male,White,Independent,High school graduate,41,80,59,51,30,51,82,49,51,27,51,82,51,60,31,42
1950,Male,White,Republican,Post-grad,78,72,81,93,63,97,94,87,57,69,89,73,2,25,98,31
1954,Female,White,Independent,Some college,44,76,35,43,36,97,49,6,7,10,5,91,NA,22,20,67
1960,Female,White,Independent,Some college,80,100,100,100,26,100,100,51,25,100,51,100,60,100,2,75
1933,Male,White,Democrat,High school graduate,82,94,74,91,72,90,90,82,83,75,84,94,31,69,94,63
1946,Male,White,Independent,High school graduate,76,50,6,72,75,6,0,0,2,75,90,17,0,0,39,0
1954,Male,White,Independent,Some college,2,96,11,12,3,80,95,21,3,9,41,51,80,61,47,51
1962,Female,White,Independent,Post-grad,84,70,50,89,100,71,0,99,79,66,99,25,1,0,70,0
1954,Male,White,Independent,Some college,71,91,31,71,10,91,91,27,31,11,51,96,81,97,40,81
1933,Female,Mixed,Independent,High school graduate,79,77,75,73,74,78,72,71,79,80,51,83,3,3,90,0
1955,Male,White,Independent,Some college,60,NA,67,51,49,87,99,50,56,72,99,51,NA,99,79,25
1978,Male,White,Independent,4-year,53,97,64,68,56,72,70,56,68,60,53,65,NA,31,81,8
1960,Male,White,Not sure,4-year,76,51,92,94,86,88,94,56,53,53,42,92,NA,88,7,52
1959,Male,White,Independent,4-year,61,74,80,89,39,89,90,61,67,60,71,100,16,74,5,76
1965,Male,White,Independent,4-year,76,71,67,92,66,77,71,59,67,73,11,91,81,31,3,63
1987,Female,White,Democrat,4-year,50,47,55,53,71,66,0,100,68,100,92,0,0,0,91,0
1966,Male,White,Republican,4-year,53,52,73,52,27,53,73,22,52,53,12,50,55,76,24,56
